session,ts_ms,action,score,gross_bps,exec_ret_bps,net_taker_bps,net_maker_bps,mid0,mid_target,spread_bps,qi_l1,max_favorable_bps,max_adverse_bps,time_to_peak_ms,time_to_adverse_ms
20260818-190823,1787080127985,SELL,0.5,0.618120989457174,-0.015627008305713754,-3.3976790105428254,-1.381879010542826,64712.25,64708.25,0.015453,-0.916184,0.618120989457174,0.0,44982,0
20260818-190823,1787080127875,SELL,0.5,0.618120989457174,-0.015627008305713754,-3.3976790105428254,-1.381879010542826,64712.25,64708.25,0.015453,-0.916184,0.618120989457174,0.0,45092,0
20260818-190823,1787080128087,SELL,0.5,0.618120989457174,-0.015627008305713754,-3.3976790105428254,-1.381879010542826,64712.25,64708.25,0.015453,-0.915618,0.618120989457174,0.0,44880,0
20260818-190823,1787080128189,SELL,0.5,0.618120989457174,-0.015627008305713754,-3.3976790105428254,-1.381879010542826,64712.25,64708.25,0.015453,-0.918496,0.618120989457174,0.0,44778,0
20260818-190823,1787080128291,SELL,0.5,0.618120989457174,-0.015627008305713754,-3.3976790105428254,-1.381879010542826,64712.25,64708.25,0.015453,-0.688521,0.618120989457174,0.0,44676,0
20260818-190823,1787080128393,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.688455,3.2451351946501625,0.0,59874,0
20260818-190823,1787080128495,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.684089,3.2451351946501625,0.0,59772,0
20260818-190823,1787080128597,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812133,3.2451351946501625,0.0,59670,0
20260818-190823,1787080128501,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812133,3.2451351946501625,0.0,59766,0
20260818-190823,1787080128699,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812102,3.2451351946501625,0.0,59568,0
20260818-190823,1787080128801,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812281,3.2451351946501625,0.0,59466,0
20260818-190823,1787080128903,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.810664,3.2451351946501625,0.0,59364,0
20260818-190823,1787080129005,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.810664,3.2451351946501625,0.0,59262,0
20260818-190823,1787080129107,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812465,3.2451351946501625,0.0,59160,0
20260818-190823,1787080129209,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812477,3.2451351946501625,0.0,59058,0
20260818-190823,1787080129079,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812477,3.2451351946501625,0.0,59188,0
20260818-190823,1787080129311,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.812424,3.2451351946501625,0.0,58956,0
20260818-190823,1787080129413,SELL,0.5,3.2451351946501625,-0.015629038860807177,-0.7706648053498371,1.2451351946501625,64712.25,64691.25,0.015453,-0.816836,3.2451351946501625,0.0,58854,0
20260818-190823,1787080129515,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.825061,3.4305714914868655,0.0,59976,0
20260818-190823,1787080129617,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.825061,3.4305714914868655,0.0,59874,0
20260818-190823,1787080129719,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.8279,3.4305714914868655,0.0,59772,0
20260818-190823,1787080129729,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.8279,3.4305714914868655,0.0,59762,0
20260818-190823,1787080129732,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.900272,3.4305714914868655,0.0,59759,0
20260818-190823,1787080129821,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.900272,3.4305714914868655,0.0,59670,0
20260818-190823,1787080129732,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.900272,3.4305714914868655,0.0,59759,0
20260818-190823,1787080129923,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.905123,3.4305714914868655,0.0,59568,0
20260818-190823,1787080130025,SELL,0.5,3.4305714914868655,-0.015629182234565858,-0.5852285085131341,1.4305714914868655,64712.25,64690.05,0.015453,-0.953584,3.4305714914868655,0.0,59466,0
20260818-190823,1787080130127,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.89108,3.739631986215452,0.0,59976,0
20260818-190823,1787080130229,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.877455,3.739631986215452,0.0,59874,0
20260818-190823,1787080130331,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.877455,3.739631986215452,0.0,59772,0
20260818-190823,1787080130433,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.745607,3.739631986215452,0.0,59670,0
20260818-190823,1787080130535,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.711948,3.739631986215452,0.0,59568,0
20260818-190823,1787080130426,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.711948,3.739631986215452,0.0,59677,0
20260818-190823,1787080130637,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.71285,3.739631986215452,0.0,59466,0
20260818-190823,1787080130739,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.712895,3.739631986215452,0.0,59364,0
20260818-190823,1787080130841,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.71449,3.739631986215452,0.0,59262,0
20260818-190823,1787080130943,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.951742,3.739631986215452,0.0,59160,0
20260818-190823,1787080130839,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.951742,3.739631986215452,0.0,59264,0
20260818-190823,1787080131045,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.951742,3.739631986215452,0.0,59058,0
20260818-190823,1787080131147,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.954991,3.739631986215452,0.0,58956,0
20260818-190823,1787080131249,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.928764,3.739631986215452,0.0,58854,0
20260818-190823,1787080131351,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.960332,3.739631986215452,0.0,58752,0
20260818-190823,1787080131453,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.931903,3.739631986215452,0.0,58650,0
20260818-190823,1787080131319,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.931903,3.739631986215452,0.0,58784,0
20260818-190823,1787080131555,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.67209,3.739631986215452,0.0,58548,0
20260818-190823,1787080131657,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.84207,3.739631986215452,0.0,58446,0
20260818-190823,1787080131759,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.670039,3.739631986215452,0.0,58344,0
20260818-190823,1787080131861,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.673908,3.739631986215452,0.0,58242,0
20260818-190823,1787080131963,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.850658,3.739631986215452,0.0,58140,0
20260818-190823,1787080131909,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.850658,3.739631986215452,0.0,58194,0
20260818-190823,1787080132065,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.847688,3.739631986215452,0.0,58038,0
20260818-190823,1787080132167,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.845958,3.739631986215452,0.0,57936,0
20260818-190823,1787080132269,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.848868,3.739631986215452,0.0,57834,0
20260818-190823,1787080132371,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.799817,3.739631986215452,0.0,57732,0
20260818-190823,1787080132473,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.605066,3.739631986215452,0.0,57630,0
20260818-190823,1787080132575,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.607225,3.739631986215452,0.0,57528,0
20260818-190823,1787080132496,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.607225,3.739631986215452,0.0,57607,0
20260818-190823,1787080132677,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.596775,3.739631986215452,0.0,57426,0
20260818-190823,1787080132779,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.596798,3.739631986215452,0.0,57324,0
20260818-190823,1787080132881,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.596798,3.739631986215452,0.0,57222,0
20260818-190823,1787080132983,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.596775,3.739631986215452,0.0,57120,0
20260818-190823,1787080132916,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.596775,3.739631986215452,0.0,57187,0
20260818-190823,1787080132982,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.596775,3.739631986215452,0.0,57121,0
20260818-190823,1787080133085,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.573212,3.739631986215452,0.0,57018,0
20260818-190823,1787080133187,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.573077,3.739631986215452,0.0,56916,0
20260818-190823,1787080133055,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.573077,3.739631986215452,0.0,57048,0
20260818-190823,1787080133289,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.662291,3.739631986215452,0.0,56814,0
20260818-190823,1787080133184,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.662291,3.739631986215452,0.0,56919,0
20260818-190823,1787080133391,SELL,0.5,3.739631986215452,-0.015629421201901215,-0.2761680137845475,1.7396319862154521,64712.25,64688.05,0.015453,-0.659971,3.739631986215452,0.0,56712,0
