session,ts_ms,gross_bps
20260818-190823,1787080147875,-4.156863654098595
20260818-190823,1787080147977,-4.156863654098595
20260818-190823,1787080148079,-4.156863654098595
20260818-190823,1787080148181,-4.156863654098595
20260818-190823,1787080148283,-4.156863654098595
20260818-190823,1787080148385,-4.156863654098595
20260818-190823,1787080148487,-4.156863654098595
20260818-190823,1787080148375,-4.156863654098595
20260818-190823,1787080148589,-4.156863654098595
20260818-190823,1787080148691,-4.156863654098595
20260818-190823,1787080148793,-4.156863654098595
20260818-190823,1787080148895,-4.156863654098595
20260818-190823,1787080148997,-4.156863654098595
20260818-190823,1787080149099,-4.156863654098595
20260818-190823,1787080149201,-4.156863654098595
20260818-190823,1787080149303,-4.156863654098595
20260818-190823,1787080149405,-4.156863654098595
20260818-190823,1787080149507,-4.156863654098595
20260818-190823,1787080149457,-4.156863654098595
20260818-190823,1787080149609,-4.156863654098595
20260818-190823,1787080149530,-4.156863654098595
20260818-190823,1787080149711,-4.156863654098595
20260818-190823,1787080149813,-4.156863654098595
20260818-190823,1787080149915,-4.156863654098595
20260818-190823,1787080150017,-3.801444085162519
20260818-190823,1787080150119,-3.2605882193874915
20260818-190823,1787080150221,-3.2605882193874915
20260818-190823,1787080150323,-3.2605882193874915
20260818-190823,1787080150425,-3.2605882193874915
20260818-190823,1787080150527,-3.2605882193874915
20260818-190823,1787080150629,-3.2605882193874915
20260818-190823,1787080150731,-3.2605882193874915
20260818-190823,1787080150833,-3.2605882193874915
20260818-190823,1787080150935,-3.2605882193874915
20260818-190823,1787080151037,-3.2605882193874915
20260818-190823,1787080151139,-3.2605882193874915
20260818-190823,1787080151073,-3.2605882193874915
20260818-190823,1787080151241,-3.2605882193874915
20260818-190823,1787080151343,-3.2605882193874915
20260818-190823,1787080151445,-3.2605882193874915
20260818-190823,1787080151547,-3.2605882193874915
20260818-190823,1787080151649,-3.2605882193874915
20260818-190823,1787080151751,-3.2605882193874915
20260818-190823,1787080151853,-3.2605882193874915
20260818-190823,1787080151955,-3.2605882193874915
20260818-190823,1787080151830,-3.2605882193874915
20260818-190823,1787080152057,-3.2605882193874915
20260818-190823,1787080152159,-3.2605882193874915
20260818-190823,1787080152261,-3.2605882193874915
20260818-190823,1787080152363,-3.2605882193874915
20260818-190823,1787080152465,-3.2605882193874915
20260818-190823,1787080152567,-3.2605882193874915
20260818-190823,1787080152669,-3.2605882193874915
20260818-190823,1787080152577,-3.2605882193874915
20260818-190823,1787080152771,-3.2605882193874915
20260818-190823,1787080152873,-3.2605882193874915
20260818-190823,1787080152975,-3.2605882193874915
20260818-190823,1787080153077,-3.2605882193874915
20260818-190823,1787080153179,-3.2605882193874915
20260818-190823,1787080153281,-3.2605882193874915
20260818-190823,1787080153207,-3.2605882193874915
20260818-190823,1787080153383,-3.2605882193874915
20260818-190823,1787080153485,-3.2605882193874915
20260818-190823,1787080153367,-3.2605882193874915
20260818-190823,1787080153587,-3.2605882193874915
20260818-190823,1787080153525,-3.2605882193874915
20260818-190823,1787080153689,-3.2605882193874915
20260818-190823,1787080153791,-3.2605882193874915
20260818-190823,1787080153893,-3.2605882193874915
20260818-190823,1787080153788,-3.2605882193874915
20260818-190823,1787080153995,-3.2605882193874915
20260818-190823,1787080154097,-3.2605882193874915
20260818-190823,1787080153997,-3.2605882193874915
20260818-190823,1787080154199,-3.2605882193874915
20260818-190823,1787080154301,-3.2605882193874915
20260818-190823,1787080154403,-3.2605882193874915
20260818-190823,1787080154302,-3.2605882193874915
20260818-190823,1787080154505,-3.2605882193874915
20260818-190823,1787080154414,-3.2605882193874915
20260818-190823,1787080154607,-3.2605882193874915
20260818-190823,1787080154709,-3.2605882193874915
20260818-190823,1787080154811,-3.2605882193874915
20260818-190823,1787080154913,-3.2605882193874915
20260818-190823,1787080155015,-3.2605882193874915
20260818-190823,1787080154942,-3.2605882193874915
20260818-190823,1787080155026,-3.2605882193874915
20260818-190823,1787080155117,-3.2605882193874915
20260818-190823,1787080155043,-3.2605882193874915
20260818-190823,1787080155219,-3.2605882193874915
20260818-190823,1787080155321,-3.2605882193874915
20260818-190823,1787080155423,-3.2605882193874915
20260818-190823,1787080155525,-3.2605882193874915
20260818-190823,1787080155585,-3.2605882193874915
20260818-190823,1787080155627,-3.2605882193874915
20260818-190823,1787080155729,-3.2605882193874915
20260818-190823,1787080155621,-3.2605882193874915
20260818-190823,1787080155831,-3.2605882193874915
20260818-190823,1787080155933,-3.2605882193874915
20260818-190823,1787080156060,-3.2605882193874915
20260818-190823,1787080156035,-3.2605882193874915
20260818-190823,1787080156137,-3.2605882193874915
20260818-190823,1787080156066,-3.2605882193874915
20260818-190823,1787080156239,-3.2605882193874915
20260818-190823,1787080156341,-3.2605882193874915
20260818-190823,1787080156236,-3.2605882193874915
20260818-190823,1787080156443,-3.2605882193874915
20260818-190823,1787080156545,-3.2605882193874915
