session,ts_ms,action,score,gross_bps,exec_ret_bps,net_taker_bps,net_maker_bps,mid0,mid_target,spread_bps,qi_l1,max_favorable_bps,max_adverse_bps,time_to_peak_ms,time_to_adverse_ms
20260818-190746,1787080071477,SELL,0.4776882751566296,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.459378,0.0,0.0,0,0
20260818-190746,1787080071579,SELL,0.47693182910804144,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457869,0.0,0.0,0,0
20260818-190746,1787080071681,SELL,0.47693182910804144,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457869,0.0,0.0,0,0
20260818-190746,1787080071783,SELL,0.47693182910804144,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457869,0.0,0.0,0,0
20260818-190746,1787080071885,SELL,0.47348435674412565,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450996,0.0,0.0,0,0
20260818-190746,1787080071987,SELL,0.47348435674412565,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450996,0.0,0.0,0,0
20260818-190746,1787080072089,SELL,0.47348435674412565,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450996,0.0,0.0,0,0
20260818-190746,1787080072191,SELL,0.47392518508897263,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.451883,0.0,0.0,0,0
20260818-190746,1787080072293,SELL,0.47730188255668515,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.458615,0.0,0.0,0,0
20260818-190746,1787080072174,SELL,0.47730188255668515,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.458615,0.0,0.0,0,0
20260818-190746,1787080072395,SELL,0.4773281169830682,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.458667,0.0,0.0,0,0
20260818-190746,1787080072497,SELL,0.4773281169830682,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.458667,0.0,0.0,0,0
20260818-190746,1787080072599,SELL,0.476972629959618,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457951,0.0,0.0,0,0
20260818-190746,1787080072701,SELL,0.47685615406799753,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457717,0.0,0.0,0,0
20260818-190746,1787080072803,SELL,0.4775894027036528,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457717,0.0,0.0,0,0
20260818-190746,1787080072905,SELL,0.4775894027036528,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457717,0.0,0.0,0,0
20260818-190746,1787080073007,SELL,0.4775894027036528,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457717,0.0,0.0,0,0
20260818-190746,1787080073109,SELL,0.47750231770084073,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457542,0.0,0.0,0,0
20260818-190746,1787080073211,SELL,0.47750231770084073,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457542,0.0,0.0,0,0
20260818-190746,1787080073313,SELL,0.4774093015822279,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457354,0.0,0.0,0,0
20260818-190746,1787080073415,SELL,0.47749640517654574,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457372,0.0,0.0,0,0
20260818-190746,1787080073517,SELL,0.49346079743983284,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.48949,0.0,0.0,0,0
20260818-190746,1787080073619,SELL,0.49346079743983284,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.48949,0.0,0.0,0,0
20260818-190746,1787080073721,SELL,0.47772894358318685,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457747,0.0,0.0,0,0
20260818-190746,1787080073823,SELL,0.4777056830531228,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.4577,0.0,0.0,0,0
20260818-190746,1787080073925,SELL,0.4777056830531228,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.4577,0.0,0.0,0,0
20260818-190746,1787080074027,SELL,0.4775196523295201,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.457325,0.0,0.0,0,0
20260818-190746,1787080074129,SELL,0.47422155398195753,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450708,0.0,0.0,0,0
20260818-190746,1787080074231,SELL,0.4742773071202225,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450821,0.0,0.0,0,0
20260818-190746,1787080074141,SELL,0.4742773071202225,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450821,0.0,0.0,0,0
20260818-190746,1787080074333,SELL,0.4742773071202225,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450821,0.0,0.0,0,0
20260818-190746,1787080074435,SELL,0.476744751954836,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.455799,0.0,0.0,0,0
20260818-190746,1787080074537,SELL,0.47675946656283463,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.455829,0.0,0.0,0,0
20260818-190746,1787080074639,SELL,0.47675946656283463,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.455829,0.0,0.0,0,0
20260818-190746,1787080074493,SELL,0.47675946656283463,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.455829,0.0,0.0,0,0
20260818-190746,1787080074741,SELL,0.4801221036438804,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.462574,0.0,0.0,0,0
20260818-190746,1787080074843,SELL,0.4741747227521097,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450661,0.0,0.0,0,0
20260818-190746,1787080074945,SELL,0.4741747227521097,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450661,0.0,0.0,0,0
20260818-190746,1787080075047,SELL,0.4741747227521097,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450661,0.0,0.0,0,0
20260818-190746,1787080075149,SELL,0.4741602276033753,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450632,0.0,0.0,0,0
20260818-190746,1787080075251,SELL,0.47428834534233744,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.450888,0.0,0.0,0,0
20260818-190746,1787080075353,SELL,0.4794737869764718,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.461352,0.0,0.0,0,0
20260818-190746,1787080075455,SELL,0.48128241933905325,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.465002,0.0,0.0,0,0
20260818-190746,1787080075382,SELL,0.48128241933905325,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.465002,0.0,0.0,0,0
20260818-190746,1787080075557,SELL,0.4809009097133914,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.464232,0.0,0.0,0,0
20260818-190746,1787080075659,SELL,0.4809009097133914,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.464232,0.0,0.0,0,0
20260818-190746,1787080075761,SELL,0.4809009097133914,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.464232,0.0,0.0,0,0
20260818-190746,1787080075863,SELL,0.4809009097133914,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.464232,0.0,0.0,0,0
20260818-190746,1787080075965,SELL,0.4827166345242376,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467896,0.0,0.0,0,0
20260818-190746,1787080076067,SELL,0.4827166345242376,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467896,0.0,0.0,0,0
20260818-190746,1787080075960,SELL,0.4827166345242376,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467896,0.0,0.0,0,0
20260818-190746,1787080076169,SELL,0.4802818048542108,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.463415,0.0,0.0,0,0
20260818-190746,1787080076271,SELL,0.48112273066805233,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.463626,0.0,0.0,0,0
20260818-190746,1787080076123,SELL,0.48112273066805233,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.463626,0.0,0.0,0,0
20260818-190746,1787080076373,SELL,0.4811401941999805,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.463644,0.0,0.0,0,0
20260818-190746,1787080076475,SELL,0.4811401941999805,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.463644,0.0,0.0,0,0
20260818-190746,1787080076577,SELL,0.4811401941999805,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.463644,0.0,0.0,0,0
20260818-190746,1787080076679,SELL,0.48213644524236987,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46714,0.0,0.0,0,0
20260818-190746,1787080076781,SELL,0.4821277012469805,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46714,0.0,0.0,0,0
20260818-190746,1787080076659,SELL,0.4821277012469805,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46714,0.0,0.0,0,0
20260818-190746,1787080076883,SELL,0.48213644524236987,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467158,0.0,0.0,0,0
20260818-190746,1787080076985,SELL,0.48213644524236987,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467158,0.0,0.0,0,0
20260818-190746,1787080077087,SELL,0.48211254732993863,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46711,0.0,0.0,0,0
20260818-190746,1787080077189,SELL,0.48211254732993863,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46711,0.0,0.0,0,0
20260818-190746,1787080077291,SELL,0.48891407017655075,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.465663,0.0,0.0,0,0
20260818-190746,1787080077393,SELL,0.4920001252426576,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.472308,0.0,0.0,0,0
20260818-190746,1787080077495,SELL,0.4920001252426576,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.472308,0.0,0.0,0,0
20260818-190746,1787080077597,SELL,0.4919768934531451,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.47226,0.0,0.0,0,0
20260818-190746,1787080077699,SELL,0.4919768934531451,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.47226,0.0,0.0,0,0
20260818-190746,1787080077801,SELL,0.4919768934531451,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.47226,0.0,0.0,0,0
20260818-190746,1787080077903,SELL,0.4919768934531451,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.47226,0.0,0.0,0,0
20260818-190746,1787080078005,SELL,0.4919849718221666,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.472277,0.0,0.0,0,0
20260818-190746,1787080078107,SELL,0.4924498746867168,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.473233,0.0,0.0,0,0
20260818-190746,1787080078209,SELL,0.49242661570752794,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.473185,0.0,0.0,0,0
20260818-190746,1787080078311,SELL,0.4899695276790249,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46793,0.0,0.0,0,0
20260818-190746,1787080078247,SELL,0.4899695276790249,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46793,0.0,0.0,0,0
20260818-190746,1787080078413,SELL,0.4899695276790249,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.46793,0.0,0.0,0,0
20260818-190746,1787080078515,SELL,0.48958696824540804,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467145,0.0,0.0,0,0
20260818-190746,1787080078617,SELL,0.4896021699819168,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467175,0.0,0.0,0,0
20260818-190746,1787080078719,SELL,0.4896021699819168,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467175,0.0,0.0,0,0
20260818-190746,1787080078571,SELL,0.4896021699819168,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467175,0.0,0.0,0,0
20260818-190746,1787080078821,SELL,0.4896021699819168,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467175,0.0,0.0,0,0
20260818-190746,1787080078923,SELL,0.4896021699819168,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467175,0.0,0.0,0,0
20260818-190746,1787080079025,SELL,0.4895787069348391,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.467127,0.0,0.0,0,0
20260818-190746,1787080079127,SELL,0.489461655662773,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466877,0.0,0.0,0,0
20260818-190746,1787080079229,SELL,0.48194866268247283,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466877,0.0,0.0,0,0
20260818-190746,1787080079331,SELL,0.4881619144602852,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466754,0.0,0.0,0,0
20260818-190746,1787080079433,SELL,0.488170246618934,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466772,0.0,0.0,0,0
20260818-190746,1787080079319,SELL,0.488170246618934,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466772,0.0,0.0,0,0
20260818-190746,1787080079535,SELL,0.488170246618934,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466772,0.0,0.0,0,0
20260818-190746,1787080079637,SELL,0.488170246618934,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466772,0.0,0.0,0,0
20260818-190746,1787080079739,SELL,0.488170246618934,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466772,0.0,0.0,0,0
20260818-190746,1787080079841,SELL,0.48815358177131396,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466737,0.0,0.0,0,0
20260818-190746,1787080079772,SELL,0.48815358177131396,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.466737,0.0,0.0,0,0
20260818-190746,1787080079943,SELL,0.48956573031916595,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.469639,0.0,0.0,0,0
20260818-190746,1787080080045,SELL,0.4905172413793104,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471595,0.0,0.0,0,0
20260818-190746,1787080079921,SELL,0.4905172413793104,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471595,0.0,0.0,0,0
20260818-190746,1787080080147,SELL,0.4905172413793104,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471595,0.0,0.0,0,0
20260818-190746,1787080080043,SELL,0.4905172413793104,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471595,0.0,0.0,0,0
20260818-190746,1787080080249,SELL,0.4906580081054345,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471891,0.0,0.0,0,0
20260818-190746,1787080080351,SELL,0.4906580081054345,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471891,0.0,0.0,0,0
20260818-190746,1787080080453,SELL,0.4906414552417425,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471856,0.0,0.0,0,0
20260818-190746,1787080080408,SELL,0.4906414552417425,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.471856,0.0,0.0,0,0
20260818-190746,1787080080555,SELL,0.4918070639192331,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.472829,0.0,0.0,0,0
20260818-190746,1787080080657,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.502967,0.0,0.0,0,0
20260818-190746,1787080080527,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.502967,0.0,0.0,0,0
20260818-190746,1787080080759,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.502967,0.0,0.0,0,0
20260818-190746,1787080080861,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.502967,0.0,0.0,0,0
20260818-190746,1787080080963,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.502967,0.0,0.0,0,0
20260818-190746,1787080081065,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.502967,0.0,0.0,0,0
20260818-190746,1787080081167,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.502967,0.0,0.0,0,0
20260818-190746,1787080081269,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.503119,0.0,0.0,0,0
20260818-190746,1787080081371,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.510105,0.0,0.0,0,0
20260818-190746,1787080081473,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.510055,0.0,0.0,0,0
20260818-190746,1787080081575,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.510473,0.0,0.0,0,0
20260818-190746,1787080081509,SELL,0.5,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.510473,0.0,0.0,0,0
20260818-190746,1787080081677,SELL,0.49492234169653526,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.479383,0.0,0.0,0,0
20260818-190746,1787080081779,SELL,0.49494576324477285,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.479432,0.0,0.0,0,0
20260818-190746,1787080081656,SELL,0.49494576324477285,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.479432,0.0,0.0,0,0
20260818-190746,1787080081881,SELL,0.49764910066266965,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.484998,0.0,0.0,0,0
20260818-190746,1787080081792,SELL,0.49764910066266965,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.484998,0.0,0.0,0,0
20260818-190746,1787080081983,SELL,0.49764910066266965,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.484998,0.0,0.0,0,0
20260818-190746,1787080082085,SELL,0.49587677725118484,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480266,0.0,0.0,0,0
20260818-190746,1787080081996,SELL,0.49587677725118484,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480266,0.0,0.0,0,0
20260818-190746,1787080082187,SELL,0.4983652904570869,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.483993,0.0,0.0,0,0
20260818-190746,1787080082160,SELL,0.4983652904570869,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.483993,0.0,0.0,0,0
20260818-190746,1787080082289,SELL,0.4989883662114315,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.485256,0.0,0.0,0,0
20260818-190746,1787080082391,SELL,0.49875181697528914,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.484772,0.0,0.0,0,0
20260818-190746,1787080082265,SELL,0.49875181697528914,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.484772,0.0,0.0,0,0
20260818-190746,1787080082493,SELL,0.4987359373024902,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.484738,0.0,0.0,0,0
20260818-190746,1787080082595,SELL,0.49658893965653067,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480331,0.0,0.0,0,0
20260818-190746,1787080082534,SELL,0.49658893965653067,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480331,0.0,0.0,0,0
20260818-190746,1787080082697,SELL,0.4965649817219211,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480281,0.0,0.0,0,0
20260818-190746,1787080082634,SELL,0.4965649817219211,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480281,0.0,0.0,0,0
20260818-190746,1787080082799,SELL,0.49658850965932366,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480329,0.0,0.0,0,0
20260818-190746,1787080082734,SELL,0.49658850965932366,-0.0,-0.015626160566134247,-4.0158,-2.0,64715.350000000006,64715.350000000006,0.015452,-0.480329,0.0,0.0,0,0
