session,ts_ms,action,gross_bps,net_bps,mid,spread_bps,pred_raw,calibrated,exec_ready
20260818-212451,1787088437411,BUY,0.0,-4.6658,64593.95,0.015481,-0.0058719686202592936,0.06913311378290628,False
20260818-212451,1787088437254,BUY,0.0,-4.6658,64593.95,0.015481,0.012794311374926981,0.06913311378290628,False
20260818-212451,1787088437513,BUY,0.0,-4.6658,64593.95,0.015481,0.016659620683833365,0.06913311378290628,False
20260818-212451,1787088437615,BUY,0.0,-4.6658,64593.95,0.015481,0.02504042243844018,0.06913311378290628,False
20260818-212451,1787088437717,BUY,0.0,-4.6658,64593.95,0.015481,0.013258103945052502,0.06913311378290628,False
20260818-212451,1787088437792,BUY,0.0,-4.6658,64593.95,0.015481,0.019126112821877983,0.06913311378290628,False
20260818-212451,1787088437819,BUY,0.0,-4.6658,64593.95,0.015481,0.03699366674061255,0.06913311378290628,False
20260818-212451,1787088437921,BUY,0.0,-4.6658,64593.95,0.015481,0.03270299691100037,0.06913311378290628,False
20260818-212451,1787088438023,BUY,0.0,-4.6658,64593.95,0.015481,0.020812524169764618,0.06913311378290628,False
20260818-212451,1787088438125,BUY,0.0,-4.6658,64593.95,0.015481,0.029377310382560196,0.06913311378290628,False
20260818-212451,1787088438227,BUY,0.0,-4.6658,64593.95,0.015481,0.04101075798571019,0.06913311378290628,False
20260818-212451,1787088438329,BUY,0.0,-4.6658,64593.95,0.015481,0.04571601600898825,0.06913311378290628,False
20260818-212451,1787088438431,BUY,0.0,-4.6658,64593.95,0.015481,0.04020337871101509,0.06913311378290628,False
20260818-212451,1787088438533,BUY,0.0,-4.6658,64593.95,0.015481,0.02365257909104279,0.06913311378290628,False
20260818-212451,1787088438635,BUY,0.0,-4.6658,64593.95,0.015481,0.03475014978126681,0.06913311378290628,False
20260818-212451,1787088438737,BUY,0.0,-4.6658,64593.95,0.015481,0.03550884848083763,0.06913311378290628,False
20260818-212451,1787088438839,BUY,0.0,-4.6658,64593.95,0.015481,0.033617843776825584,0.06913311378290628,False
20260818-212451,1787088438941,BUY,0.0,-4.6658,64593.95,0.015481,0.04563606293642955,0.06913311378290628,False
20260818-212451,1787088439043,BUY,0.0,-4.6658,64593.95,0.015481,0.026708235028054916,0.06913311378290628,False
20260818-212451,1787088439145,BUY,0.0,-4.6658,64593.95,0.015481,0.04042373088324469,0.06913311378290628,False
20260818-212451,1787088439247,BUY,0.0,-4.6658,64593.95,0.015481,0.043607287205718465,0.06913311378290628,False
20260818-212451,1787088439349,BUY,0.0,-4.6658,64593.95,0.015481,0.03664738031748116,0.06913311378290628,False
20260818-212451,1787088439451,BUY,0.0,-4.6658,64593.95,0.015481,0.04070753726836823,0.06913311378290628,False
20260818-212451,1787088439553,BUY,0.0,-4.6658,64593.95,0.015481,0.022308482944317642,0.06913311378290628,False
20260818-212451,1787088439655,BUY,0.0,-4.6658,64593.95,0.015481,0.035638393835378535,0.06913311378290628,False
20260818-212451,1787088439757,BUY,0.0,-4.6658,64593.95,0.015481,0.024590524184982088,0.06913311378290628,False
20260818-212451,1787088439859,BUY,0.0,-4.6658,64593.95,0.015481,0.02667790802945727,0.06913311378290628,False
20260818-212451,1787088439961,BUY,0.0,-4.6658,64593.95,0.015481,0.06196724904819784,0.06913311378290628,False
20260818-212451,1787088440063,BUY,0.0,-4.6658,64593.95,0.015481,0.059251478303108424,0.06913311378290628,False
20260818-212451,1787088439933,BUY,0.0,-4.6658,64593.95,0.015481,0.05340917691935004,0.06913311378290628,False
20260818-212451,1787088440165,BUY,0.0,-4.6658,64593.95,0.015481,0.06535380642765032,0.06913311378290628,False
20260818-212451,1787088440076,BUY,0.0,-4.6658,64593.95,0.015481,0.06662697555244457,0.06913311378290628,False
20260818-212451,1787088440267,BUY,0.0,-4.6658,64593.95,0.015481,0.07508493326529053,0.06913311378290628,False
20260818-212451,1787088440369,BUY,0.0,-4.6658,64593.95,0.015481,0.05149053686050564,0.06913311378290628,False
20260818-212451,1787088440210,BUY,0.0,-4.6658,64593.95,0.015481,0.06755547391034428,0.06913311378290628,False
20260818-212451,1787088440471,BUY,0.0,-4.6658,64593.95,0.015481,0.07010842262155104,0.06913311378290628,False
20260818-212451,1787088440573,BUY,0.0,-4.6658,64593.95,0.015481,0.06975470619287966,0.06913311378290628,False
20260818-212451,1787088440675,BUY,0.0,-4.6658,64593.95,0.015481,0.06352123534744691,0.06913311378290628,False
20260818-212451,1787088440777,BUY,0.0,-4.6658,64593.95,0.015481,0.06550780692379499,0.06913311378290628,False
20260818-212451,1787088440879,BUY,0.0,-4.6658,64593.95,0.015481,0.07799565410667772,0.06913311378290628,False
20260818-212451,1787088440805,BUY,0.0,-4.6658,64593.95,0.015481,0.07197135023247733,0.06913311378290628,False
20260818-212451,1787088440981,BUY,0.0,-4.6658,64593.95,0.015481,0.058052960039932294,0.06913311378290628,False
20260818-212451,1787088441083,BUY,0.0,-4.6658,64593.95,0.015481,0.09125580520833099,0.06913311378290628,False
20260818-212451,1787088441185,BUY,0.0,-4.6658,64593.95,0.015481,0.06451530460396582,0.06913311378290628,False
20260818-212451,1787088441073,BUY,0.0,-4.6658,64593.95,0.015481,0.06506904252960388,0.06913311378290628,False
20260818-212451,1787088441287,BUY,0.0,-4.6658,64593.95,0.015481,0.06687152663184182,0.06913311378290628,False
20260818-212451,1787088441389,BUY,0.0,-4.6658,64593.95,0.015481,0.05090899973185553,0.06913311378290628,False
20260818-212451,1787088441491,BUY,0.0,-4.6658,64593.95,0.015481,0.06307788212820664,0.06913311378290628,False
20260818-212451,1787088441593,BUY,0.0,-4.6658,64593.95,0.015481,0.08067504452172503,0.06913311378290628,False
20260818-212451,1787088441695,BUY,0.0,-4.6658,64593.95,0.015481,0.07885031218176447,0.06913311378290628,False
20260818-212451,1787088441598,BUY,0.0,-4.6658,64593.95,0.015481,0.07479495078230475,0.06913311378290628,False
20260818-212451,1787088441797,BUY,0.0,-4.6658,64593.95,0.015481,0.060370236983302794,0.06913311378290628,False
20260818-212451,1787088441899,BUY,0.0,-4.6658,64593.95,0.015481,0.06001581195401304,0.06913311378290628,False
20260818-212451,1787088442001,BUY,0.0,-4.6658,64593.95,0.015481,0.06458801526008773,0.06913311378290628,False
20260818-212451,1787088442103,BUY,0.0,-4.6658,64593.95,0.015481,0.05056744420623929,0.06913311378290628,False
20260818-212451,1787088442205,BUY,0.0,-4.6658,64593.95,0.015481,0.07181183518199691,0.06913311378290628,False
20260818-212451,1787088442307,BUY,0.0,-4.6658,64593.95,0.015481,0.06759355557849989,0.06913311378290628,False
20260818-212451,1787088442409,BUY,0.0,-4.6658,64593.95,0.015481,0.06595333543753759,0.06913311378290628,False
20260818-212451,1787088442511,BUY,0.0,-4.6658,64593.95,0.015481,0.0631454922240319,0.06913311378290628,False
20260818-212451,1787088442613,BUY,0.0,-4.6658,64593.95,0.015481,0.082115082793769,0.06913311378290628,False
20260818-212451,1787088442715,BUY,0.0,-4.6658,64593.95,0.015481,0.06810697365944005,0.06913311378290628,False
20260818-212451,1787088442817,BUY,0.0,-4.6658,64593.95,0.015481,0.062193306034161566,0.06913311378290628,False
20260818-212451,1787088442919,BUY,0.0,-4.6658,64593.95,0.015481,0.0775491126356751,0.06913311378290628,False
20260818-212451,1787088443021,BUY,0.0,-4.6658,64593.95,0.015481,0.05520376062826007,0.06913311378290628,False
20260818-212451,1787088443123,BUY,0.0,-4.6658,64593.95,0.015481,0.059806712320688626,0.06913311378290628,False
20260818-212451,1787088443024,BUY,0.0,-4.6658,64593.95,0.015481,0.06797779668902376,0.06913311378290628,False
20260818-212451,1787088443225,BUY,0.0,-4.6658,64593.95,0.015481,0.06935231056271929,0.06913311378290628,False
20260818-212451,1787088443327,BUY,0.0,-4.6658,64593.95,0.015481,0.06110366514469545,0.06913311378290628,False
20260818-212451,1787088443429,BUY,0.0,-4.6658,64593.95,0.015481,0.06751875800400828,0.06913311378290628,False
20260818-212451,1787088443531,BUY,0.0,-4.6658,64593.95,0.015481,0.08050417683496847,0.06913311378290628,False
20260818-212451,1787088443633,BUY,0.0,-4.6658,64593.95,0.015481,0.06780276562114909,0.06913311378290628,False
20260818-212451,1787088443735,BUY,0.0,-4.6658,64593.95,0.015481,0.05411996023994062,0.06913311378290628,False
20260818-212451,1787088443837,BUY,0.0,-4.6658,64593.95,0.015481,0.08248094807126369,0.06913311378290628,False
20260818-212451,1787088443939,BUY,0.0,-4.6658,64593.95,0.015481,0.05038950353712973,0.06913311378290628,False
20260818-212451,1787088444041,BUY,0.0,-4.6658,64593.95,0.015481,0.07086493778981007,0.06913311378290628,False
20260818-212451,1787088444143,BUY,0.0,-4.6658,64593.95,0.015481,0.08318498417432033,0.06913311378290628,False
20260818-212451,1787088444245,BUY,0.0,-4.6658,64593.95,0.015481,0.06626646676623948,0.06913311378290628,False
20260818-212451,1787088444347,BUY,0.0,-4.6658,64593.95,0.015481,0.06712202929180494,0.06913311378290628,False
20260818-212451,1787088444449,BUY,0.0,-4.6658,64593.95,0.015481,0.05959515396020129,0.06913311378290628,False
20260818-212451,1787088444551,BUY,0.0,-4.6658,64593.95,0.015481,0.06265896131814966,0.06913311378290628,False
20260818-212451,1787088444653,BUY,0.0,-4.6658,64593.95,0.015481,0.07733077392610413,0.06913311378290628,False
20260818-212451,1787088444755,BUY,0.0,-4.6658,64593.95,0.015481,0.05817641884019922,0.06913311378290628,False
20260818-212451,1787088444626,BUY,0.0,-4.6658,64593.95,0.015481,0.06224397439840729,0.06913311378290628,False
20260818-212451,1787088444857,BUY,0.0,-4.6658,64593.95,0.015481,0.050948106064800075,0.06913311378290628,False
20260818-212451,1787088444959,BUY,0.0,-4.6658,64593.95,0.015481,0.07144949562750907,0.06913311378290628,False
20260818-212451,1787088445061,BUY,0.0,-4.6658,64593.95,0.015481,0.03995325015501272,0.06913311378290628,False
20260818-212451,1787088445163,BUY,0.0,-4.6658,64593.95,0.015481,0.05410927227533399,0.06913311378290628,False
20260818-212451,1787088445265,BUY,0.0,-4.6658,64593.95,0.015481,0.04833848077205932,0.06913311378290628,False
20260818-212451,1787088445367,BUY,0.0,-4.6658,64593.95,0.015481,0.0598565959187817,0.06913311378290628,False
20260818-212451,1787088445469,BUY,0.0,-4.6658,64593.95,0.015481,0.04190563003247397,0.06913311378290628,False
20260818-212451,1787088445369,BUY,0.0,-4.6658,64593.95,0.015481,0.06720526920568748,0.06913311378290628,False
20260818-212451,1787088445571,SELL,-0.0,-4.6658,64593.95,0.015481,-0.06373514380759532,-0.030626521207023683,False
20260818-212451,1787088445673,BUY,0.0,-4.6658,64593.95,0.015481,0.05545538403280509,0.06913311378290628,False
20260818-212451,1787088445775,BUY,0.0,-4.6658,64593.95,0.015481,0.06224755611866456,0.06913311378290628,False
20260818-212451,1787088445877,BUY,0.0,-4.6658,64593.95,0.015481,0.07656929613497748,0.06913311378290628,False
20260818-212451,1787088445979,BUY,0.0,-4.6658,64593.95,0.015481,0.05959731726045864,0.06913311378290628,False
20260818-212451,1787088446081,BUY,0.0,-4.6658,64593.95,0.015481,0.06143060969700864,0.06913311378290628,False
20260818-212451,1787088446183,BUY,0.0,-4.6658,64593.95,0.015481,0.061303268756600304,0.06913311378290628,False
20260818-212451,1787088446062,BUY,0.0,-4.6658,64593.95,0.015481,0.06723339349075802,0.06913311378290628,False
20260818-212451,1787088446285,BUY,0.0,-4.6658,64593.95,0.015481,0.05620183476305529,0.06913311378290628,False
20260818-212451,1787088446387,BUY,0.0,-4.6658,64593.95,0.015481,0.0689468087530764,0.06913311378290628,False
20260818-212451,1787088446489,BUY,0.0,-4.6658,64593.95,0.015481,0.06460618711565819,0.06913311378290628,False
20260818-212451,1787088446591,BUY,0.0,-4.6658,64593.95,0.015481,0.06278658564811773,0.06913311378290628,False
20260818-212451,1787088446693,BUY,0.0,-4.6658,64593.95,0.015481,0.05496941985731735,0.06913311378290628,False
20260818-212451,1787088446795,BUY,0.0,-4.6658,64593.95,0.015481,0.05854718843296597,0.06913311378290628,False
20260818-212451,1787088446897,BUY,0.0,-4.6658,64593.95,0.015481,0.07413233036197281,0.06913311378290628,False
20260818-212451,1787088446999,BUY,0.0,-4.6658,64593.95,0.015481,0.04700300664007792,0.06913311378290628,False
20260818-212451,1787088447103,BUY,0.0,-4.6658,64593.95,0.015481,0.04884156240277876,0.06913311378290628,False
20260818-212451,1787088447205,BUY,0.0,-4.6658,64593.95,0.015481,0.05508180226212539,0.06913311378290628,False
20260818-212451,1787088447307,BUY,0.0,-4.6658,64593.95,0.015481,0.053439109991956585,0.06913311378290628,False
20260818-212451,1787088447286,BUY,0.0,-4.6658,64593.95,0.015481,0.05818596512151275,0.06913311378290628,False
20260818-212451,1787088447409,BUY,0.0,-4.6658,64593.95,0.015481,0.06765358476812178,0.06913311378290628,False
20260818-212451,1787088447511,BUY,0.0,-4.6658,64593.95,0.015481,0.046824665648946634,0.06913311378290628,False
20260818-212451,1787088447613,BUY,0.0,-4.6658,64593.95,0.015481,0.0441208842281241,0.06913311378290628,False
20260818-212451,1787088447715,BUY,0.0,-4.6658,64593.95,0.015481,0.047146958911168324,0.06913311378290628,False
20260818-212451,1787088447615,BUY,0.0,-4.6658,64593.95,0.015481,0.04913279599889958,0.06913311378290628,False
20260818-212451,1787088447817,BUY,0.0,-4.6658,64593.95,0.015481,0.055158684962531346,0.06913311378290628,False
20260818-212451,1787088447919,BUY,0.0,-4.6658,64593.95,0.015481,0.04054243065647112,0.06913311378290628,False
20260818-212451,1787088448021,BUY,0.0,-4.6658,64593.95,0.015481,0.04231537973857086,0.06913311378290628,False
20260818-212451,1787088448123,BUY,0.0,-4.6658,64593.95,0.015481,0.0460621683988201,0.06913311378290628,False
20260818-212451,1787088448225,BUY,0.0,-4.6658,64593.95,0.015481,0.05391075320891908,0.06913311378290628,False
20260818-212451,1787088448327,BUY,0.0,-4.6658,64593.95,0.015481,0.05179498226687135,0.06913311378290628,False
20260818-212451,1787088448429,BUY,0.0,-4.6658,64593.95,0.015481,0.04827305102334051,0.06913311378290628,False
20260818-212451,1787088448531,BUY,0.0,-4.6658,64593.95,0.015481,0.04817128834460305,0.06913311378290628,False
20260818-212451,1787088448633,BUY,0.0,-4.6658,64593.95,0.015481,0.06534466110956089,0.06913311378290628,False
20260818-212451,1787088448735,BUY,0.0,-4.6658,64593.95,0.015481,0.03298591666011236,0.06913311378290628,False
20260818-212451,1787088448837,BUY,0.0,-4.6658,64593.95,0.015481,0.056343901816828745,0.06913311378290628,False
20260818-212451,1787088448939,BUY,0.0,-4.6658,64593.95,0.015481,0.0466971373112775,0.06913311378290628,False
20260818-212451,1787088449041,BUY,0.0,-4.6658,64593.95,0.015481,0.03998540345363871,0.06913311378290628,False
20260818-212451,1787088449143,BUY,0.0,-4.6658,64593.95,0.015481,0.0469846097385756,0.06913311378290628,False
20260818-212451,1787088449245,BUY,0.0,-4.6658,64593.95,0.015481,0.04546154211484682,0.06913311378290628,False
20260818-212451,1787088449347,BUY,0.0,-4.6658,64593.95,0.015481,0.05238050055666199,0.06913311378290628,False
20260818-212451,1787088449449,BUY,0.0,-4.6658,64593.95,0.015481,0.05268524554003884,0.06913311378290628,False
20260818-212451,1787088449304,BUY,0.0,-4.6658,64593.95,0.015481,0.05345008791386835,0.06913311378290628,False
20260818-212451,1787088449551,BUY,0.0,-4.6658,64593.95,0.015481,0.0549507469311144,0.06913311378290628,False
20260818-212451,1787088449653,BUY,0.0,-4.6658,64593.95,0.015481,0.06848917773786534,0.06913311378290628,False
20260818-212451,1787088449755,BUY,0.0,-4.6658,64593.95,0.015481,0.047449801378452616,0.06913311378290628,False
20260818-212451,1787088449857,BUY,0.0,-4.6658,64593.95,0.015481,0.05408966253122344,0.06913311378290628,False
20260818-212451,1787088449959,BUY,0.0,-4.6658,64593.95,0.015481,0.03704805006681611,0.06913311378290628,False
20260818-212451,1787088449806,BUY,0.0,-4.6658,64593.95,0.015481,0.053278860291103125,0.06913311378290628,False
20260818-212451,1787088450061,BUY,0.0,-4.6658,64593.95,0.015481,0.05407954070963933,0.06913311378290628,False
20260818-212451,1787088450163,BUY,0.0,-4.6658,64593.95,0.015481,0.043172033147964806,0.06913311378290628,False
20260818-212451,1787088450265,BUY,0.0,-4.6658,64593.95,0.015481,0.030295637434688938,0.06913311378290628,False
20260818-212451,1787088450367,BUY,0.0,-4.6658,64593.95,0.015481,0.04594504144183159,0.06913311378290628,False
20260818-212451,1787088450469,BUY,0.0,-4.6658,64593.95,0.015481,0.034025538848197534,0.06913311378290628,False
20260818-212451,1787088450571,BUY,0.0,-4.6658,64593.95,0.015481,0.04604861327427551,0.06913311378290628,False
20260818-212451,1787088450673,BUY,0.0,-4.6658,64593.95,0.015481,0.04779584838812073,0.06913311378290628,False
20260818-212451,1787088450775,BUY,0.0,-4.6658,64593.95,0.015481,0.04011981339405535,0.06913311378290628,False
20260818-212451,1787088450877,BUY,0.0,-4.6658,64593.95,0.015481,0.05037679288220759,0.06913311378290628,False
20260818-212451,1787088450979,BUY,0.0,-4.6658,64593.95,0.015481,0.0626529118635763,0.06913311378290628,False
20260818-212451,1787088451081,BUY,0.0,-4.6658,64593.95,0.015481,0.051695790214975446,0.06913311378290628,False
20260818-212451,1787088450993,BUY,0.0,-4.6658,64593.95,0.015481,0.05428087531924036,0.06913311378290628,False
20260818-212451,1787088451183,BUY,0.0,-4.6658,64593.95,0.015481,0.05435505868928353,0.06913311378290628,False
20260818-212451,1787088451065,BUY,0.0,-4.6658,64593.95,0.015481,0.053880116400046474,0.06913311378290628,False
20260818-212451,1787088451285,BUY,0.0,-4.6658,64593.95,0.015481,0.06775499107275867,0.06913311378290628,False
20260818-212451,1787088451387,BUY,0.0,-4.6658,64593.95,0.015481,0.047345796029098774,0.06913311378290628,False
20260818-212451,1787088451489,BUY,0.0,-4.6658,64593.95,0.015481,0.05533561712882512,0.06913311378290628,False
20260818-212451,1787088451591,BUY,0.0,-4.6658,64593.95,0.015481,0.0621978017851334,0.06913311378290628,False
20260818-212451,1787088451693,BUY,0.0,-4.6658,64593.95,0.015481,0.051008263767096385,0.06913311378290628,False
20260818-212451,1787088451795,BUY,0.0,-4.6658,64593.95,0.015481,0.056379701934752,0.06913311378290628,False
20260818-212451,1787088451897,BUY,0.0,-4.6658,64593.95,0.015481,0.04739045985837448,0.06913311378290628,False
20260818-212451,1787088451999,BUY,0.0,-4.6658,64593.95,0.015481,0.03983293947103844,0.06913311378290628,False
20260818-212451,1787088452101,BUY,0.0,-4.6658,64593.95,0.015481,0.06349859921590012,0.06913311378290628,False
20260818-212451,1787088452203,BUY,0.0,-4.6658,64593.95,0.015481,0.06560979236705994,0.06913311378290628,False
20260818-212451,1787088452035,BUY,0.0,-4.6658,64593.95,0.015481,0.05334616116564095,0.06913311378290628,False
20260818-212451,1787088452305,BUY,0.0,-4.6658,64593.95,0.015481,0.05546155732224406,0.06913311378290628,False
20260818-212451,1787088452407,BUY,0.0,-4.6658,64593.95,0.015481,0.051399261204718716,0.06913311378290628,False
20260818-212451,1787088452509,BUY,0.0,-4.6658,64593.95,0.015481,0.05930120365611874,0.06913311378290628,False
20260818-212451,1787088452611,BUY,0.0,-4.6658,64593.95,0.015481,0.06824300076017592,0.06913311378290628,False
20260818-212451,1787088452713,BUY,0.0,-4.6658,64593.95,0.015481,0.03678382317638168,0.06913311378290628,False
20260818-212451,1787088452815,BUY,0.0,-4.6658,64593.95,0.015481,0.04556542627114962,0.06913311378290628,False
20260818-212451,1787088452917,BUY,0.0,-4.6658,64593.95,0.015481,0.035615239339012394,0.06913311378290628,False
20260818-212451,1787088453019,BUY,0.0,-4.6658,64593.95,0.015481,0.04926931082406533,0.06913311378290628,False
20260818-212451,1787088453121,BUY,0.0,-4.6658,64593.95,0.015481,0.050750446682734374,0.06913311378290628,False
20260818-212451,1787088453223,BUY,0.0,-4.6658,64593.95,0.015481,0.0355160404730131,0.06913311378290628,False
20260818-212451,1787088453325,BUY,0.0,-4.6658,64593.95,0.015481,0.042493378510540636,0.06913311378290628,False
20260818-212451,1787088453182,BUY,0.0,-4.6658,64593.95,0.015481,0.05180183208307515,0.06913311378290628,False
20260818-212451,1787088453427,BUY,0.0,-4.6658,64593.95,0.015481,0.06040445831685087,0.06913311378290628,False
20260818-212451,1787088453529,BUY,0.0,-4.6658,64593.95,0.015481,0.04834615426564476,0.06913311378290628,False
20260818-212451,1787088453631,BUY,0.0,-4.6658,64593.95,0.015481,0.04129337039095543,0.06913311378290628,False
20260818-212451,1787088453733,BUY,0.0,-4.6658,64593.95,0.015481,0.05182520399406987,0.06913311378290628,False
20260818-212451,1787088453835,BUY,0.0,-4.6658,64593.95,0.015481,0.03837832560135568,0.06913311378290628,False
20260818-212451,1787088453937,BUY,0.0,-4.6658,64593.95,0.015481,0.03744497746197434,0.06913311378290628,False
20260818-212451,1787088454039,BUY,0.0,-4.6658,64593.95,0.015481,0.048317122426936976,0.06913311378290628,False
20260818-212451,1787088454141,BUY,0.0,-4.6658,64593.95,0.015481,0.043320120932389905,0.06913311378290628,False
20260818-212451,1787088454243,BUY,0.0,-4.6658,64593.95,0.015481,0.04746660215568993,0.06913311378290628,False
20260818-212451,1787088454345,BUY,0.0,-4.6658,64593.95,0.015481,0.06552750956127257,0.06913311378290628,False
20260818-212451,1787088454447,BUY,0.0,-4.6658,64593.95,0.015481,0.044746711877145684,0.06913311378290628,False
20260818-212451,1787088454549,BUY,0.0,-4.6658,64593.95,0.015481,0.04514924594394548,0.06913311378290628,False
20260818-212451,1787088454651,BUY,0.0,-4.6658,64593.95,0.015481,0.04192783665572991,0.06913311378290628,False
20260818-212451,1787088454753,BUY,0.0,-4.6658,64593.95,0.015481,0.04201365787242323,0.06913311378290628,False
20260818-212451,1787088454855,BUY,0.0,-4.6658,64593.95,0.015481,0.050674950523035334,0.06913311378290628,False
20260818-212451,1787088454957,BUY,0.0,-4.6658,64593.95,0.015481,0.05338352873318031,0.06913311378290628,False
20260818-212451,1787088455059,BUY,0.0,-4.6658,64593.95,0.015481,0.04446255096582735,0.06913311378290628,False
20260818-212451,1787088455161,BUY,0.0,-4.6658,64593.95,0.015481,0.05924651119536417,0.06913311378290628,False
20260818-212451,1787088455263,BUY,0.0,-4.6658,64593.95,0.015481,0.054014430616367015,0.06913311378290628,False
20260818-212451,1787088455365,BUY,0.0,-4.6658,64593.95,0.015481,0.040807331236215105,0.06913311378290628,False
20260818-212451,1787088455467,BUY,0.0,-4.6658,64593.95,0.015481,0.058687040375877075,0.06913311378290628,False
20260818-212451,1787088455569,BUY,0.0,-4.6658,64593.95,0.015481,0.045815095906128256,0.06913311378290628,False
20260818-212451,1787088455671,BUY,0.0,-4.6658,64593.95,0.015481,0.04272910151392684,0.06913311378290628,False
20260818-212451,1787088455773,BUY,0.0,-4.6658,64593.95,0.015481,0.04860948064414877,0.06913311378290628,False
20260818-212451,1787088455875,BUY,0.0,-4.6658,64593.95,0.015481,0.0416681719730394,0.06913311378290628,False
20260818-212451,1787088455977,BUY,0.0,-4.6658,64593.95,0.015481,0.040597326904576125,0.06913311378290628,False
20260818-212451,1787088455852,BUY,0.0,-4.6658,64593.95,0.015481,0.049535573582716375,0.06913311378290628,False
20260818-212451,1787088456079,BUY,0.0,-4.6658,64593.95,0.015481,0.014415574233117345,0.06913311378290628,False
20260818-212451,1787088456181,BUY,0.0,-4.6658,64593.95,0.015481,0.00835981304213601,0.06913311378290628,False
20260818-212451,1787088456073,BUY,0.0,-4.6658,64593.95,0.015481,0.019022534583165496,0.06913311378290628,False
20260818-212451,1787088456283,BUY,0.0,-4.6658,64593.95,0.015481,0.01991347412982397,0.06913311378290628,False
20260818-212451,1787088456385,BUY,0.0,-4.6658,64593.95,0.015481,0.026845603535152723,0.06913311378290628,False
20260818-212451,1787088456302,BUY,0.0,-4.6658,64593.95,0.015481,0.02709573386052122,0.06913311378290628,False
20260818-212451,1787088456487,BUY,0.0,-4.6658,64593.95,0.015481,0.020527796421749234,0.06913311378290628,False
20260818-212451,1787088456589,BUY,0.0,-4.6658,64593.95,0.015481,0.02327104238053912,0.06913311378290628,False
20260818-212451,1787088456691,BUY,0.0,-4.6658,64593.95,0.015481,0.01977386560118055,0.06913311378290628,False
20260818-212451,1787088456793,BUY,0.0,-4.6658,64593.95,0.015481,0.01687509407778187,0.06913311378290628,False
20260818-212451,1787088456649,BUY,0.0,-4.6658,64593.95,0.015481,0.023558420595326174,0.06913311378290628,False
20260818-212451,1787088456895,BUY,0.0,-4.6658,64593.95,0.015481,0.025184343270839182,0.06913311378290628,False
20260818-212451,1787088456997,BUY,0.0,-4.6658,64593.95,0.015481,0.02135372581786754,0.06913311378290628,False
20260818-212451,1787088457099,BUY,0.0,-4.6658,64593.95,0.015481,0.01235362046046845,0.06913311378290628,False
20260818-212451,1787088457201,BUY,0.0,-4.6658,64593.95,0.015481,0.01951160080923542,0.06913311378290628,False
20260818-212451,1787088457303,BUY,0.0,-4.6658,64593.95,0.015481,0.0429280370866168,0.06913311378290628,False
20260818-212451,1787088457405,BUY,0.0,-4.6658,64593.95,0.015481,0.015422150272054402,0.06913311378290628,False
20260818-212451,1787088457507,BUY,0.0,-4.6658,64593.95,0.015481,0.020064097435572192,0.06913311378290628,False
20260818-212451,1787088457609,BUY,0.0,-4.6658,64593.95,0.015481,0.03951904450101634,0.06913311378290628,False
20260818-212451,1787088457711,BUY,0.0,-4.6658,64593.95,0.015481,0.029131713691654904,0.06913311378290628,False
20260818-212451,1787088457813,BUY,0.0,-4.6658,64593.95,0.015481,0.018645632054653583,0.06913311378290628,False
20260818-212451,1787088457915,BUY,0.0,-4.6658,64593.95,0.015481,0.040617545905934305,0.06913311378290628,False
20260818-212451,1787088458017,BUY,0.0,-4.6658,64593.95,0.015481,0.01866274188751199,0.06913311378290628,False
20260818-212451,1787088457852,BUY,0.0,-4.6658,64593.95,0.015481,0.022039333411010387,0.06913311378290628,False
20260818-212451,1787088458119,BUY,0.0,-4.6658,64593.95,0.015481,0.024431268946469853,0.06913311378290628,False
20260818-212451,1787088458221,BUY,0.0,-4.6658,64593.95,0.015481,0.033459007894817705,0.06913311378290628,False
20260818-212451,1787088458323,BUY,0.0,-4.6658,64593.95,0.015481,0.0403812269947782,0.06913311378290628,False
20260818-212451,1787088458425,BUY,0.0,-4.6658,64593.95,0.015481,0.024147332570711555,0.06913311378290628,False
20260818-212451,1787088458527,BUY,0.0,-4.6658,64593.95,0.015481,0.025336626657330663,0.06913311378290628,False
20260818-212451,1787088458629,BUY,0.0,-4.6658,64593.95,0.015481,0.024259394330578943,0.06913311378290628,False
20260818-212451,1787088458731,BUY,0.0,-4.6658,64593.95,0.015481,0.024617336262688028,0.06913311378290628,False
20260818-212451,1787088458833,BUY,0.0,-4.6658,64593.95,0.015481,0.03994894451062053,0.06913311378290628,False
20260818-212451,1787088458935,BUY,0.0,-4.6658,64593.95,0.015481,0.02032391678279455,0.06913311378290628,False
20260818-212451,1787088458840,BUY,0.0,-4.6658,64593.95,0.015481,0.02157195941692422,0.06913311378290628,False
20260818-212451,1787088459037,BUY,0.0,-4.6658,64593.95,0.015481,0.022889351559196913,0.06913311378290628,False
20260818-212451,1787088459139,BUY,0.0,-4.6658,64593.95,0.015481,0.020266740190788612,0.06913311378290628,False
20260818-212451,1787088459241,BUY,0.0,-4.6658,64593.95,0.015481,0.02305609201514977,0.06913311378290628,False
20260818-212451,1787088459343,BUY,0.0,-4.6658,64593.95,0.015481,0.029397869113712505,0.06913311378290628,False
20260818-212451,1787088459445,BUY,0.0,-4.6658,64593.95,0.015481,0.024130069180307023,0.06913311378290628,False
20260818-212451,1787088459547,BUY,0.0,-4.6658,64593.95,0.015481,0.02619517417659442,0.06913311378290628,False
