session,ts_ms,action,gross_bps,net_bps,mid,spread_bps,pred_raw,calibrated,exec_ready
20260818-191426,1787080604837,BUY,0.0,-4.6658,64688.95,0.015459,0.21841503526604766,0.06913311378290628,False
20260818-191426,1787080604999,BUY,0.0,-4.6658,64688.95,0.015459,0.21823446287240938,0.06913311378290628,False
20260818-191426,1787080605049,BUY,0.0,-4.6658,64688.95,0.015459,0.23137763097900194,0.06913311378290628,False
20260818-191426,1787080605151,BUY,0.0,-4.6658,64688.95,0.015459,0.2311908715672551,0.06913311378290628,False
20260818-191426,1787080605029,BUY,0.0,-4.6658,64688.95,0.015459,0.23946193071941585,0.06913311378290628,False
20260818-191426,1787080605253,BUY,0.0,-4.6658,64688.95,0.015459,0.23636844784087763,0.06913311378290628,False
20260818-191426,1787080605355,BUY,0.0,-4.6658,64688.95,0.015459,0.22885747772533022,0.06913311378290628,False
20260818-191426,1787080605457,BUY,0.0,-4.6658,64688.95,0.015459,0.2314193734139235,0.06913311378290628,False
20260818-191426,1787080605559,BUY,0.0,-4.6658,64688.95,0.015459,0.2423060247978806,0.06913311378290628,False
20260818-191426,1787080605661,BUY,0.0,-4.6658,64688.95,0.015459,0.23620781978785127,0.06913311378290628,False
20260818-191426,1787080605605,BUY,0.0,-4.6658,64688.95,0.015459,0.23749396402321138,0.06913311378290628,False
20260818-191426,1787080605763,BUY,0.0,-4.6658,64688.95,0.015459,0.2343743883864437,0.06913311378290628,False
20260818-191426,1787080605865,BUY,0.0,-4.6658,64688.95,0.015459,0.2477116914439989,0.06913311378290628,False
20260818-191426,1787080605967,BUY,0.0,-4.6658,64688.95,0.015459,0.230390740035957,0.06913311378290628,False
20260818-191426,1787080606069,BUY,0.0,-4.6658,64688.95,0.015459,0.2344611335507551,0.06913311378290628,False
20260818-191426,1787080606171,BUY,0.0,-4.6658,64688.95,0.015459,0.24675879669471884,0.06913311378290628,False
20260818-191426,1787080606273,BUY,0.0,-4.6658,64688.95,0.015459,0.25920319484393295,0.06913311378290628,False
20260818-191426,1787080606194,BUY,0.0,-4.6658,64688.95,0.015459,0.25997578691227596,0.06913311378290628,False
20260818-191426,1787080606375,BUY,0.0,-4.6658,64688.95,0.015459,0.26692216125060125,0.06913311378290628,False
20260818-191426,1787080606477,BUY,0.0,-4.6658,64688.95,0.015459,0.2640996772242992,0.06913311378290628,False
20260818-191426,1787080606579,BUY,0.0,-4.6658,64688.95,0.015459,0.2622535415175727,0.06913311378290628,False
20260818-191426,1787080606681,BUY,0.0,-4.6658,64688.95,0.015459,0.2625235914759071,0.06913311378290628,False
20260818-191426,1787080606783,BUY,0.0,-4.6658,64688.95,0.015459,0.2633227356736763,0.06913311378290628,False
20260818-191426,1787080606885,BUY,0.0,-4.6658,64688.95,0.015459,0.2774370379108326,0.06913311378290628,False
20260818-191426,1787080606987,BUY,0.0,-4.6658,64688.95,0.015459,0.2680955615879198,0.06913311378290628,False
20260818-191426,1787080606848,BUY,0.0,-4.6658,64688.95,0.015459,0.2698833268627508,0.06913311378290628,False
20260818-191426,1787080607089,BUY,0.0,-4.6658,64688.95,0.015459,0.2849722715523148,0.06913311378290628,False
20260818-191426,1787080607029,BUY,0.0,-4.6658,64688.95,0.015459,0.27727665499989324,0.06913311378290628,False
20260818-191426,1787080607191,BUY,0.0,-4.6658,64688.95,0.015459,0.28204976680768035,0.06913311378290628,False
20260818-191426,1787080607293,BUY,0.0,-4.6658,64688.95,0.015459,0.2749606931682845,0.06913311378290628,False
20260818-191426,1787080607395,BUY,0.0,-4.6658,64688.95,0.015459,0.4194037045251971,0.08549923706792925,False
20260818-191426,1787080607497,BUY,0.0,-4.6658,64688.95,0.015459,0.38753730164459416,0.08549923706792925,False
20260818-191426,1787080607599,BUY,0.0,-4.6658,64688.95,0.015459,0.38480764276098456,0.08549923706792925,False
20260818-191426,1787080607701,BUY,0.0,-4.6658,64688.95,0.015459,0.4095527436251402,0.08549923706792925,False
20260818-191426,1787080607803,BUY,0.0,-4.6658,64688.95,0.015459,0.2902929150682338,0.08549923706792925,False
20260818-191426,1787080607905,BUY,0.0,-4.6658,64688.95,0.015459,0.28570757945303166,0.06913311378290628,False
20260818-191426,1787080608007,BUY,0.0,-4.6658,64688.95,0.015459,0.2914063003181438,0.08549923706792925,False
20260818-191426,1787080608109,BUY,0.0,-4.6658,64688.95,0.015459,0.2471764095106857,0.06913311378290628,False
20260818-191426,1787080608036,BUY,0.0,-4.6658,64688.95,0.015459,0.24308930014823166,0.06913311378290628,False
20260818-191426,1787080608211,BUY,0.0,-4.6658,64688.95,0.015459,0.2512151717705083,0.06913311378290628,False
20260818-191426,1787080608313,BUY,0.0,-4.6658,64688.95,0.015459,0.24861287212804456,0.06913311378290628,False
20260818-191426,1787080608415,BUY,0.0,-4.6658,64688.95,0.015459,0.2427141543342673,0.06913311378290628,False
20260818-191426,1787080608517,BUY,0.0,-4.6658,64688.95,0.015459,0.2406138173733699,0.06913311378290628,False
20260818-191426,1787080608619,BUY,0.0,-4.6658,64688.95,0.015459,0.24495879093822598,0.06913311378290628,False
20260818-191426,1787080608721,BUY,0.0,-4.6658,64688.95,0.015459,0.24284890867965053,0.06913311378290628,False
20260818-191426,1787080608823,BUY,0.0,-4.6658,64688.95,0.015459,0.24219727778328143,0.06913311378290628,False
20260818-191426,1787080608925,BUY,0.0,-4.6658,64688.95,0.015459,0.24828651636941873,0.06913311378290628,False
20260818-191426,1787080609027,BUY,0.0,-4.6658,64688.95,0.015459,0.23425602510253501,0.06913311378290628,False
20260818-191426,1787080609129,BUY,0.0,-4.6658,64688.95,0.015459,0.256573936629577,0.06913311378290628,False
20260818-191426,1787080609031,BUY,0.0,-4.6658,64688.95,0.015459,0.25620208763371527,0.06913311378290628,False
20260818-191426,1787080609231,BUY,0.0,-4.6658,64688.95,0.015459,0.26077057744246074,0.06913311378290628,False
20260818-191426,1787080609333,BUY,0.0,-4.6658,64688.95,0.015459,0.2520279956843417,0.06913311378290628,False
20260818-191426,1787080609435,BUY,0.0,-4.6658,64688.95,0.015459,0.2594780133089632,0.06913311378290628,False
20260818-191426,1787080609537,BUY,0.0,-4.6658,64688.95,0.015459,0.25327931908477036,0.06913311378290628,False
20260818-191426,1787080609639,BUY,0.0,-4.6658,64688.95,0.015459,0.2510772928012816,0.06913311378290628,False
20260818-191426,1787080609741,BUY,0.0,-4.6658,64688.95,0.015459,0.2624360350527592,0.06913311378290628,False
20260818-191426,1787080609608,BUY,0.0,-4.6658,64688.95,0.015459,0.25712962783413934,0.06913311378290628,False
20260818-191426,1787080609843,BUY,0.0,-4.6658,64688.95,0.015459,0.25934430763531263,0.06913311378290628,False
20260818-191426,1787080609945,BUY,0.0,-4.6658,64688.95,0.015459,0.25539352351032135,0.06913311378290628,False
20260818-191426,1787080610047,BUY,0.0,-4.6658,64688.95,0.015459,0.25795504873669045,0.06913311378290628,False
20260818-191426,1787080610149,BUY,0.0,-4.6658,64688.95,0.015459,0.24942705823501393,0.06913311378290628,False
20260818-191426,1787080610251,BUY,0.0,-4.6658,64688.95,0.015459,0.2544217008288246,0.06913311378290628,False
20260818-191426,1787080610353,BUY,0.0,-4.6658,64688.95,0.015459,0.25214644776482814,0.06913311378290628,False
20260818-191426,1787080610455,BUY,0.0,-4.6658,64688.95,0.015459,0.25657833825852583,0.06913311378290628,False
20260818-191426,1787080610557,BUY,0.0,-4.6658,64688.95,0.015459,0.2547704812537592,0.06913311378290628,False
20260818-191426,1787080610659,BUY,0.0,-4.6658,64688.95,0.015459,0.2602308559933921,0.06913311378290628,False
20260818-191426,1787080610761,BUY,0.0,-4.6658,64688.95,0.015459,0.2575362159479431,0.06913311378290628,False
20260818-191426,1787080610863,BUY,0.0,-4.6658,64688.95,0.015459,0.24939673513627963,0.06913311378290628,False
20260818-191426,1787080610965,BUY,0.0,-4.6658,64688.95,0.015459,0.2548537296016255,0.06913311378290628,False
20260818-191426,1787080611067,BUY,0.0,-4.6658,64688.95,0.015459,0.29115013630175585,0.08549923706792925,False
20260818-191426,1787080611169,BUY,0.0,-4.6658,64688.95,0.015459,0.26599806800515563,0.06913311378290628,False
20260818-191426,1787080611030,BUY,0.0,-4.6658,64688.95,0.015459,0.26803158539128596,0.06913311378290628,False
20260818-191426,1787080611271,BUY,0.0,-4.6658,64688.95,0.015459,0.2620412628275223,0.06913311378290628,False
20260818-191426,1787080611373,BUY,0.0,-4.6658,64688.95,0.015459,0.2579795766878306,0.06913311378290628,False
20260818-191426,1787080611475,SELL,-0.0,-4.6658,64688.95,0.015459,-0.1532068452460678,-0.030626521207023683,False
20260818-191426,1787080611417,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3571309695723757,-0.030626521207023683,False
20260818-191426,1787080611577,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36147123822776256,-0.030626521207023683,False
20260818-191426,1787080611679,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37173846354987333,-0.5717989357779674,False
20260818-191426,1787080611781,SELL,-0.0,-4.6658,64688.95,0.015459,-0.34615517328054485,-0.030626521207023683,False
20260818-191426,1787080611883,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3661267014036281,-0.030626521207023683,False
20260818-191426,1787080611985,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36787452641525925,-0.030626521207023683,False
20260818-191426,1787080612087,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3649177878176511,-0.030626521207023683,False
20260818-191426,1787080612189,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3610897291826978,-0.030626521207023683,False
20260818-191426,1787080612291,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36541331140420447,-0.030626521207023683,False
20260818-191426,1787080612393,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3704716121208958,-0.5717989357779674,False
20260818-191426,1787080612495,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3703160837529505,-0.5717989357779674,False
20260818-191426,1787080612597,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37624086654710803,-0.5717989357779674,False
20260818-191426,1787080612699,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37329616460722687,-0.5717989357779674,False
20260818-191426,1787080612801,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3670244081188619,-0.030626521207023683,False
20260818-191426,1787080612903,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36989025152110006,-0.5717989357779674,False
20260818-191426,1787080613005,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36720387161360707,-0.030626521207023683,False
20260818-191426,1787080613107,SELL,-0.0,-4.6658,64688.95,0.015459,-0.35901446742928594,-0.030626521207023683,False
20260818-191426,1787080613031,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3648251171842645,-0.030626521207023683,False
20260818-191426,1787080613209,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3714374064967432,-0.5717989357779674,False
20260818-191426,1787080613311,SELL,-0.0,-4.6658,64688.95,0.015459,-0.34337484713776806,-0.030626521207023683,False
20260818-191426,1787080613413,SELL,-0.0,-4.6658,64688.95,0.015459,-0.34910133990028275,-0.030626521207023683,False
20260818-191426,1787080613361,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3531538518104123,-0.030626521207023683,False
20260818-191426,1787080613515,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3570991922320515,-0.030626521207023683,False
20260818-191426,1787080613617,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3544632781523663,-0.030626521207023683,False
20260818-191426,1787080613570,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3535734265029114,-0.030626521207023683,False
20260818-191426,1787080613719,SELL,-0.0,-4.6658,64688.95,0.015459,-0.34938356083432837,-0.030626521207023683,False
20260818-191426,1787080613821,SELL,-0.0,-4.6658,64688.95,0.015459,-0.35744335879567274,-0.030626521207023683,False
20260818-191426,1787080613923,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3614822597442922,-0.030626521207023683,False
20260818-191426,1787080614025,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3672241278188653,-0.030626521207023683,False
20260818-191426,1787080614127,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3689711965601999,-0.5717989357779674,False
20260818-191426,1787080614229,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36895185467115393,-0.5717989357779674,False
20260818-191426,1787080614331,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3659262643278817,-0.030626521207023683,False
20260818-191426,1787080614433,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37042514306479885,-0.5717989357779674,False
20260818-191426,1787080614535,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3671283323764792,-0.030626521207023683,False
20260818-191426,1787080614637,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3682032326212446,-0.030626521207023683,False
20260818-191426,1787080614739,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3717639886743361,-0.5717989357779674,False
20260818-191426,1787080614841,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37016029796392985,-0.5717989357779674,False
20260818-191426,1787080614943,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37261819685845327,-0.5717989357779674,False
20260818-191426,1787080614889,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37380407391094256,-0.5717989357779674,False
20260818-191426,1787080615045,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36492150369786797,-0.030626521207023683,False
20260818-191426,1787080615147,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3691639381460408,-0.5717989357779674,False
20260818-191426,1787080615030,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36932694976105945,-0.5717989357779674,False
20260818-191426,1787080615249,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36610569695849354,-0.030626521207023683,False
20260818-191426,1787080615227,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3691678613429819,-0.5717989357779674,False
20260818-191426,1787080615351,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3653832648633471,-0.030626521207023683,False
20260818-191426,1787080615453,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3605491871888636,-0.030626521207023683,False
20260818-191426,1787080615348,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3683721252193642,-0.030626521207023683,False
20260818-191426,1787080615555,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3721148471781997,-0.5717989357779674,False
20260818-191426,1787080615466,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3699922186882137,-0.5717989357779674,False
20260818-191426,1787080615657,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36920589869275183,-0.5717989357779674,False
20260818-191426,1787080615759,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36576415813857227,-0.030626521207023683,False
20260818-191426,1787080615861,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36959092102953767,-0.5717989357779674,False
20260818-191426,1787080615963,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37145458206595033,-0.5717989357779674,False
20260818-191426,1787080616065,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37149383208028103,-0.5717989357779674,False
20260818-191426,1787080616167,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36911442844830816,-0.5717989357779674,False
20260818-191426,1787080616269,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3727831656610881,-0.5717989357779674,False
20260818-191426,1787080616371,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36401804301852764,-0.030626521207023683,False
20260818-191426,1787080616473,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37758351752095615,-0.5717989357779674,False
20260818-191426,1787080616575,SELL,-0.0,-4.6658,64688.95,0.015459,-0.364412353381977,-0.030626521207023683,False
20260818-191426,1787080616677,SELL,-0.0,-4.6658,64688.95,0.015459,-0.36635052298290344,-0.030626521207023683,False
20260818-191426,1787080616583,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3671276219800273,-0.030626521207023683,False
20260818-191426,1787080616779,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3708815805048125,-0.5717989357779674,False
20260818-191426,1787080616881,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3666788593307418,-0.030626521207023683,False
20260818-191426,1787080616983,SELL,-0.0,-4.6658,64688.95,0.015459,-0.361182273802007,-0.030626521207023683,False
20260818-191426,1787080617085,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38245656610299245,-0.5717989357779674,False
20260818-191426,1787080617030,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37145500524453806,-0.5717989357779674,False
20260818-191426,1787080617187,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3741726873878362,-0.5717989357779674,False
20260818-191426,1787080617289,SELL,-0.0,-4.6658,64688.95,0.015459,-0.34741882960119425,-0.030626521207023683,False
20260818-191426,1787080617391,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3604980873599846,-0.030626521207023683,False
20260818-191426,1787080617493,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37571890249935774,-0.5717989357779674,False
20260818-191426,1787080617595,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3663585530422047,-0.030626521207023683,False
20260818-191426,1787080617697,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3754215087564475,-0.5717989357779674,False
20260818-191426,1787080617799,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3742045718810037,-0.5717989357779674,False
20260818-191426,1787080617901,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37571811355212353,-0.5717989357779674,False
20260818-191426,1787080618003,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38772917906471865,-0.5717989357779674,False
20260818-191426,1787080617892,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38560644555470597,-0.5717989357779674,False
20260818-191426,1787080618105,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3919500898818456,-0.5717989357779674,False
20260818-191426,1787080618207,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38098939523974235,-0.5717989357779674,False
20260818-191426,1787080618309,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3914796535030867,-0.5717989357779674,False
20260818-191426,1787080618411,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39118884548505856,-0.5717989357779674,False
20260818-191426,1787080618513,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38774037124276967,-0.5717989357779674,False
20260818-191426,1787080618615,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37644316765395375,-0.5717989357779674,False
20260818-191426,1787080618717,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39021926995025963,-0.5717989357779674,False
20260818-191426,1787080618819,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37726386970397413,-0.5717989357779674,False
20260818-191426,1787080618730,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38590932797845007,-0.5717989357779674,False
20260818-191426,1787080618921,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38709394894981003,-0.5717989357779674,False
20260818-191426,1787080619023,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38405403446588077,-0.5717989357779674,False
20260818-191426,1787080618909,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38665405814530845,-0.5717989357779674,False
20260818-191426,1787080619125,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38146093737375325,-0.5717989357779674,False
20260818-191426,1787080619033,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38263507664377544,-0.5717989357779674,False
20260818-191426,1787080619227,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3845349550351254,-0.5717989357779674,False
20260818-191426,1787080619329,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38727481633037814,-0.5717989357779674,False
20260818-191426,1787080619431,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3791643341116993,-0.5717989357779674,False
20260818-191426,1787080619533,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38369134939592026,-0.5717989357779674,False
20260818-191426,1787080619635,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38174287559418146,-0.5717989357779674,False
20260818-191426,1787080619737,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3826473478415447,-0.5717989357779674,False
20260818-191426,1787080619839,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3848851940142793,-0.5717989357779674,False
20260818-191426,1787080619941,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38211992570638503,-0.5717989357779674,False
20260818-191426,1787080620043,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37498324971659264,-0.5717989357779674,False
20260818-191426,1787080620145,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3855197292415183,-0.5717989357779674,False
20260818-191426,1787080620247,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3797160225070078,-0.5717989357779674,False
20260818-191426,1787080620349,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39413250748212253,-0.5717989357779674,False
20260818-191426,1787080620451,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39359414430381784,-0.5717989357779674,False
20260818-191426,1787080620553,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39964040473501533,-0.5717989357779674,False
20260818-191426,1787080620474,SELL,-0.0,-4.6658,64688.95,0.015459,-0.40008636920057256,-0.5717989357779674,False
20260818-191426,1787080620600,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39775747218702123,-0.5717989357779674,False
20260818-191426,1787080620655,SELL,-0.0,-4.6658,64688.95,0.015459,-0.395568542988529,-0.5717989357779674,False
20260818-191426,1787080620611,SELL,-0.0,-4.6658,64688.95,0.015459,-0.40316664400725416,-0.5717989357779674,False
20260818-191426,1787080620757,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3939826299539318,-0.5717989357779674,False
20260818-191426,1787080620859,SELL,-0.0,-4.6658,64688.95,0.015459,-0.4004635530985022,-0.5717989357779674,False
20260818-191426,1787080620961,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3951253296131952,-0.5717989357779674,False
20260818-191426,1787080621063,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37822758418087615,-0.5717989357779674,False
20260818-191426,1787080621165,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3890029126389983,-0.5717989357779674,False
20260818-191426,1787080621033,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39173605087781255,-0.5717989357779674,False
20260818-191426,1787080621267,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3953134976552129,-0.5717989357779674,False
20260818-191426,1787080621369,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37483812995558413,-0.5717989357779674,False
20260818-191426,1787080621471,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37808685570119055,-0.5717989357779674,False
20260818-191426,1787080621573,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39015666636669516,-0.5717989357779674,False
20260818-191426,1787080621506,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3880469945556205,-0.5717989357779674,False
20260818-191426,1787080621675,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3796149406866048,-0.5717989357779674,False
20260818-191426,1787080621777,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3856472301618233,-0.5717989357779674,False
20260818-191426,1787080621879,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3847202611046599,-0.5717989357779674,False
20260818-191426,1787080621981,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3855610846813578,-0.5717989357779674,False
20260818-191426,1787080622083,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3708926236485324,-0.5717989357779674,False
20260818-191426,1787080622185,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3843696720736132,-0.5717989357779674,False
20260818-191426,1787080622156,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3835977175806656,-0.5717989357779674,False
20260818-191426,1787080622287,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3729594028182273,-0.5717989357779674,False
20260818-191426,1787080622389,SELL,-0.0,-4.6658,64688.95,0.015459,-0.376849582916202,-0.5717989357779674,False
20260818-191426,1787080622270,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38407185998479304,-0.5717989357779674,False
20260818-191426,1787080622491,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3858648003084489,-0.5717989357779674,False
20260818-191426,1787080622593,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38563869094837294,-0.5717989357779674,False
20260818-191426,1787080622695,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39241218290218255,-0.5717989357779674,False
20260818-191426,1787080622797,SELL,-0.0,-4.6658,64688.95,0.015459,-0.39899342615267447,-0.5717989357779674,False
20260818-191426,1787080622899,SELL,-0.0,-4.6658,64688.95,0.015459,-0.368996875287581,-0.5717989357779674,False
20260818-191426,1787080622803,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3711154827947823,-0.5717989357779674,False
20260818-191426,1787080623001,SELL,-0.0,-4.6658,64688.95,0.015459,-0.364259771686337,-0.030626521207023683,False
20260818-191426,1787080623103,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3759325674287944,-0.5717989357779674,False
20260818-191426,1787080623205,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3794871316479858,-0.5717989357779674,False
20260818-191426,1787080623307,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3793241744930032,-0.5717989357779674,False
20260818-191426,1787080623409,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38401711294644697,-0.5717989357779674,False
20260818-191426,1787080623297,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3868931491945005,-0.5717989357779674,False
20260818-191426,1787080623511,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38614576856995636,-0.5717989357779674,False
20260818-191426,1787080623613,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3838320651668086,-0.5717989357779674,False
20260818-191426,1787080623715,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3822702088921531,-0.5717989357779674,False
20260818-191426,1787080623817,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38893862199828894,-0.5717989357779674,False
20260818-191426,1787080623919,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38351313934804293,-0.5717989357779674,False
20260818-191426,1787080624021,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37902911135792966,-0.5717989357779674,False
20260818-191426,1787080624123,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37980709555043185,-0.5717989357779674,False
20260818-191426,1787080624225,SELL,-0.0,-4.6658,64688.95,0.015459,-0.380595292145854,-0.5717989357779674,False
20260818-191426,1787080624327,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3848482200028694,-0.5717989357779674,False
20260818-191426,1787080624429,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3816389082793857,-0.5717989357779674,False
20260818-191426,1787080624531,SELL,-0.0,-4.6658,64688.95,0.015459,-0.376803020855816,-0.5717989357779674,False
20260818-191426,1787080624633,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37989755134549125,-0.5717989357779674,False
20260818-191426,1787080624559,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3811935017860096,-0.5717989357779674,False
20260818-191426,1787080624735,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3842844368650434,-0.5717989357779674,False
20260818-191426,1787080624837,SELL,-0.0,-4.6658,64688.95,0.015459,-0.380107542492018,-0.5717989357779674,False
20260818-191426,1787080624939,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3797124384693436,-0.5717989357779674,False
20260818-191426,1787080625041,SELL,-0.0,-4.6658,64688.95,0.015459,-0.37944697359322094,-0.5717989357779674,False
20260818-191426,1787080625143,SELL,-0.0,-4.6658,64688.95,0.015459,-0.38315401798839704,-0.5717989357779674,False
20260818-191426,1787080625245,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3825189174678166,-0.5717989357779674,False
20260818-191426,1787080625347,SELL,-0.0,-4.6658,64688.95,0.015459,-0.3830378116208964,-0.5717989357779674,False
