session,ts_ms,action,gross_bps
20260818-213655,1787089128161,SELL,0.7589727226743379
20260818-213655,1787089128048,SELL,0.7589727226743379
20260818-213655,1787089128263,SELL,0.7589727226743379
20260818-213655,1787089128365,SELL,0.7589727226743379
20260818-213655,1787089128467,SELL,0.7589727226743379
20260818-213655,1787089128315,SELL,0.7589727226743379
20260818-213655,1787089128569,SELL,0.7589727226743379
20260818-213655,1787089128671,SELL,0.7589727226743379
20260818-213655,1787089128773,SELL,0.7589727226743379
20260818-213655,1787089128875,SELL,0.7589727226743379
20260818-213655,1787089128977,SELL,0.7589727226743379
20260818-213655,1787089129045,SELL,0.7589727226743379
20260818-213655,1787089129079,SELL,0.7589727226743379
20260818-213655,1787089129181,SELL,0.7589727226743379
20260818-213655,1787089129058,SELL,0.7589727226743379
20260818-213655,1787089129283,SELL,0.7589727226743379
20260818-213655,1787089129385,SELL,0.7589727226743379
20260818-213655,1787089129487,SELL,0.7589727226743379
20260818-213655,1787089129589,SELL,0.7589727226743379
20260818-213655,1787089129691,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129769,SELL,0.7589727226743379
20260818-213655,1787089129770,SELL,0.7589727226743379
20260818-213655,1787089129770,SELL,0.7589727226743379
20260818-213655,1787089129770,SELL,0.7589727226743379
20260818-213655,1787089129770,SELL,0.7589727226743379
20260818-213655,1787089129770,SELL,0.7589727226743379
20260818-213655,1787089129771,SELL,0.7589727226743379
20260818-213655,1787089129771,SELL,0.7589727226743379
20260818-213655,1787089129771,SELL,0.7589727226743379
20260818-213655,1787089129772,SELL,0.7589727226743379
20260818-213655,1787089129772,SELL,0.7589727226743379
20260818-213655,1787089129772,SELL,0.7589727226743379
20260818-213655,1787089129772,SELL,0.7589727226743379
20260818-213655,1787089129772,SELL,0.7589727226743379
20260818-213655,1787089129772,SELL,0.7589727226743379
20260818-213655,1787089129772,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129773,SELL,0.7589727226743379
20260818-213655,1787089129774,SELL,0.7589727226743379
20260818-213655,1787089129775,SELL,0.7589727226743379
20260818-213655,1787089129775,SELL,0.7589727226743379
20260818-213655,1787089129798,SELL,0.7589727226743379
20260818-213655,1787089129798,SELL,0.7589727226743379
20260818-213655,1787089129798,SELL,0.7589727226743379
20260818-213655,1787089129793,SELL,0.09294162568709326
20260818-213655,1787089129895,SELL,-0.0
20260818-213655,1787089129803,SELL,-0.0
20260818-213655,1787089129997,SELL,-0.0
20260818-213655,1787089130099,SELL,-0.0
20260818-213655,1787089130201,SELL,-0.0
20260818-213655,1787089130303,SELL,-0.0
20260818-213655,1787089130405,SELL,-0.0
20260818-213655,1787089130609,SELL,0.15490414918508796
20260818-213655,1787089130711,SELL,0.17039456410449846
20260818-213655,1787089130813,SELL,0.17039456410449846
20260818-213655,1787089130915,SELL,0.17039456410449846
20260818-213655,1787089131017,SELL,0.17039456410449846
20260818-213655,1787089131119,SELL,0.17039456410449846
20260818-213655,1787089131221,SELL,0.17039456410449846
20260818-213655,1787089131323,SELL,0.17039456410449846
20260818-213655,1787089131425,SELL,0.17039456410449846
20260818-213655,1787089131527,SELL,0.17039456410449846
20260818-213655,1787089131629,SELL,0.17039456410449846
20260818-213655,1787089131731,SELL,0.17039456410449846
20260818-213655,1787089131620,SELL,0.17039456410449846
20260818-213655,1787089131833,SELL,0.17039456410449846
20260818-213655,1787089131935,SELL,0.17039456410449846
20260818-213655,1787089132037,SELL,0.17039456410449846
20260818-213655,1787089132139,SELL,0.17039456410449846
20260818-213655,1787089132241,SELL,0.17039456410449846
20260818-213655,1787089132184,SELL,0.17039456410449846
20260818-213655,1787089132343,SELL,0.17039456410449846
20260818-213655,1787089132445,SELL,0.17039456410449846
20260818-213655,1787089132547,SELL,0.17039456410449846
20260818-213655,1787089132545,SELL,0.17039456410449846
20260818-213655,1787089132557,SELL,0.17039456410449846
20260818-213655,1787089132564,SELL,0.015490654876081849
20260818-213655,1787089132564,SELL,0.015490654876081849
20260818-213655,1787089132649,SELL,0.015490654876081849
20260818-213655,1787089132564,SELL,0.015490654876081849
20260818-213655,1787089132681,SELL,0.015490654876081849
20260818-213655,1787089132751,SELL,-0.0
20260818-213655,1787089132682,SELL,-0.0
20260818-213655,1787089132853,SELL,-0.0
20260818-213655,1787089132955,SELL,-0.0
20260818-213655,1787089132906,SELL,-0.0
20260818-213655,1787089133057,SELL,-0.0
20260818-213655,1787089133159,SELL,-0.0
20260818-213655,1787089133261,SELL,-0.0
20260818-213655,1787089133121,SELL,-0.0
20260818-213655,1787089133363,SELL,-0.0
20260818-213655,1787089133465,SELL,-0.0
20260818-213655,1787089133567,SELL,0.26334154081090444
20260818-213655,1787089133669,SELL,0.26334154081090444
20260818-213655,1787089133771,SELL,0.26334154081090444
20260818-213655,1787089133873,SELL,0.26334154081090444
20260818-213655,1787089133975,SELL,0.26334154081090444
20260818-213655,1787089134077,SELL,0.2788322196830623
20260818-213655,1787089134179,SELL,0.2788322196830623
20260818-213655,1787089134085,SELL,0.2788322196830623
20260818-213655,1787089134281,SELL,0.2788322196830623
20260818-213655,1787089134383,SELL,0.2788322196830623
20260818-213655,1787089134276,SELL,0.2788322196830623
20260818-213655,1787089134485,SELL,0.2788322196830623
20260818-213655,1787089134587,SELL,0.2788322196830623
20260818-213655,1787089134689,SELL,0.2788322196830623
20260818-213655,1787089134584,SELL,0.2788322196830623
20260818-213655,1787089134791,SELL,0.2788322196830623
20260818-213655,1787089134893,SELL,0.2788322196830623
20260818-213655,1787089134995,SELL,0.2788322196830623
20260818-213655,1787089135097,SELL,0.2788322196830623
20260818-213655,1787089135199,SELL,0.2788322196830623
20260818-213655,1787089135301,SELL,0.2788322196830623
20260818-213655,1787089135403,SELL,0.2788322196830623
20260818-213655,1787089135334,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135492,SELL,0.2788322196830623
20260818-213655,1787089135505,SELL,0.015491086816824989
20260818-213655,1787089135607,SELL,0.015491086816824989
20260818-213655,1787089135497,SELL,0.015491086816824989
20260818-213655,1787089135709,SELL,0.015491086816824989
20260818-213655,1787089135811,SELL,0.015491086816824989
20260818-213655,1787089135913,SELL,0.015491086816824989
20260818-213655,1787089136015,SELL,0.015491086816824989
20260818-213655,1787089136064,SELL,0.015491086816824989
20260818-213655,1787089136117,SELL,-0.0
20260818-213655,1787089136219,SELL,-0.0
20260818-213655,1787089136094,SELL,-0.0
20260818-213655,1787089136321,SELL,-0.0
20260818-213655,1787089136423,SELL,-0.0
20260818-213655,1787089136525,SELL,-0.0
20260818-213655,1787089136627,SELL,-0.0
20260818-213655,1787089136729,SELL,-0.0
20260818-213655,1787089136831,SELL,-0.0
20260818-213655,1787089136933,SELL,-0.0
20260818-213655,1787089137035,SELL,-0.0
20260818-213655,1787089137137,SELL,-0.0
20260818-213655,1787089137239,SELL,-0.0
20260818-213655,1787089137341,SELL,-0.0
20260818-213655,1787089137443,SELL,-0.0
20260818-213655,1787089137545,SELL,-0.0
20260818-213655,1787089137647,SELL,-0.0
20260818-213655,1787089137749,SELL,-0.0
20260818-213655,1787089137851,SELL,-0.0
20260818-213655,1787089137953,SELL,-0.0
20260818-213655,1787089138055,SELL,-0.0
20260818-213655,1787089138157,SELL,-0.0
20260818-213655,1787089139075,SELL,-0.0
20260818-213655,1787089139177,SELL,-0.0
20260818-213655,1787089139279,SELL,-0.0
20260818-213655,1787089139381,SELL,-0.0
20260818-213655,1787089139483,SELL,-0.0
20260818-213655,1787089139585,SELL,-0.0
20260818-213655,1787089139687,SELL,-0.0
20260818-213655,1787089139789,SELL,-0.0
20260818-213655,1787089139891,SELL,-0.0
20260818-213655,1787089139993,SELL,-0.0
20260818-213655,1787089139914,SELL,-0.0
20260818-213655,1787089140095,SELL,-0.0
20260818-213655,1787089140197,SELL,-0.0
20260818-213655,1787089140299,SELL,-0.0
20260818-213655,1787089140401,SELL,-0.0
20260818-213655,1787089140503,SELL,-0.0
20260818-213655,1787089140605,SELL,-0.0
20260818-213655,1787089140523,SELL,-0.0
20260818-213655,1787089140707,SELL,-0.0
20260818-213655,1787089140809,SELL,-0.0
20260818-213655,1787089140911,SELL,-0.0
20260818-213655,1787089141013,SELL,-0.0
20260818-213655,1787089141115,SELL,-0.0
20260818-213655,1787089141217,SELL,0.340804437892975
20260818-213655,1787089141319,SELL,0.340804437892975
20260818-213655,1787089141421,SELL,0.340804437892975
20260818-213655,1787089141523,SELL,0.4802244352121111
20260818-213655,1787089141625,SELL,0.4802244352121111
20260818-213655,1787089141727,SELL,0.4802244352121111
20260818-213655,1787089141829,SELL,0.4802244352121111
20260818-213655,1787089141931,SELL,0.4802244352121111
20260818-213655,1787089141844,SELL,0.4802244352121111
20260818-213655,1787089142033,SELL,0.4802244352121111
20260818-213655,1787089141968,SELL,0.4802244352121111
20260818-213655,1787089142135,SELL,0.4802244352121111
20260818-213655,1787089142237,SELL,0.4802244352121111
20260818-213655,1787089142339,SELL,0.4802244352121111
20260818-213655,1787089142441,SELL,0.4802244352121111
20260818-213655,1787089142543,SELL,0.4802244352121111
20260818-213655,1787089142645,SELL,0.4802244352121111
20260818-213655,1787089142747,SELL,0.4802244352121111
20260818-213655,1787089142688,SELL,0.4802244352121111
20260818-213655,1787089142849,SELL,0.4802244352121111
20260818-213655,1787089142951,SELL,0.4802244352121111
20260818-213655,1787089143053,SELL,0.4802244352121111
20260818-213655,1787089142967,SELL,0.4802244352121111
20260818-213655,1787089143155,SELL,0.4802244352121111
20260818-213655,1787089143176,SELL,0.4802244352121111
20260818-213655,1787089143176,SELL,0.4802244352121111
20260818-213655,1787089143196,SELL,0.4802244352121111
20260818-213655,1787089143197,SELL,0.4802244352121111
20260818-213655,1787089143197,SELL,0.4802244352121111
20260818-213655,1787089143197,SELL,0.4802244352121111
20260818-213655,1787089143197,SELL,0.4802244352121111
20260818-213655,1787089143197,SELL,0.4802244352121111
20260818-213655,1787089143197,SELL,0.4802244352121111
20260818-213655,1787089143207,SELL,0.4802244352121111
20260818-213655,1787089143208,SELL,0.4802244352121111
20260818-213655,1787089143208,SELL,0.4802244352121111
20260818-213655,1787089143209,SELL,0.4802244352121111
20260818-213655,1787089143210,SELL,0.4802244352121111
20260818-213655,1787089143257,SELL,0.1394247489764565
20260818-213655,1787089143359,SELL,0.1394247489764565
20260818-213655,1787089143211,SELL,0.1394247489764565
20260818-213655,1787089143461,SELL,0.1394247489764565
20260818-213655,1787089143505,SELL,-0.0
20260818-213655,1787089143505,SELL,-0.0
20260818-213655,1787089143563,SELL,-0.0
20260818-213655,1787089143665,SELL,-0.0
20260818-213655,1787089143505,SELL,-0.0
20260818-213655,1787089143767,SELL,-0.0
20260818-213655,1787089143855,SELL,-0.0
20260818-213655,1787089143869,SELL,-0.0
20260818-213655,1787089143859,SELL,-0.0
20260818-213655,1787089143971,SELL,-0.0
20260818-213655,1787089144073,SELL,-0.0
20260818-213655,1787089144175,SELL,-0.0
20260818-213655,1787089144036,SELL,-0.0
20260818-213655,1787089144277,SELL,-0.0
20260818-213655,1787089144379,SELL,-0.0
20260818-213655,1787089144312,SELL,-0.0
20260818-213655,1787089144481,SELL,0.2013941120112084
20260818-213655,1787089144583,SELL,0.27885338586149977
20260818-213655,1787089144685,SELL,0.27885338586149977
20260818-213655,1787089144599,SELL,0.27885338586149977
20260818-213655,1787089144787,SELL,0.9295112862034962
20260818-213655,1787089144889,SELL,0.9295112862034962
20260818-213655,1787089144991,SELL,0.960494995743162
20260818-213655,1787089145093,SELL,0.960494995743162
20260818-213655,1787089145195,SELL,0.960494995743162
20260818-213655,1787089145297,SELL,0.960494995743162
20260818-213655,1787089145399,SELL,0.960494995743162
20260818-213655,1787089145501,SELL,0.960494995743162
20260818-213655,1787089145603,SELL,0.960494995743162
20260818-213655,1787089145705,SELL,0.960494995743162
20260818-213655,1787089145601,SELL,0.960494995743162
20260818-213655,1787089145807,SELL,0.960494995743162
20260818-213655,1787089145909,SELL,0.960494995743162
20260818-213655,1787089145818,SELL,0.960494995743162
20260818-213655,1787089146011,SELL,0.960494995743162
20260818-213655,1787089146113,SELL,0.960494995743162
20260818-213655,1787089146215,SELL,0.960494995743162
20260818-213655,1787089146317,SELL,0.960494995743162
20260818-213655,1787089146419,SELL,0.960494995743162
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146521,SELL,0.7591161718846886
20260818-213655,1787089146431,SELL,0.7591161718846886
20260818-213655,1787089146540,SELL,0.7591161718846886
20260818-213655,1787089146540,SELL,0.7591161718846886
20260818-213655,1787089146623,SELL,0.6816606182188021
20260818-213655,1787089146542,SELL,0.6816606182188021
20260818-213655,1787089146636,SELL,0.6816606182188021
20260818-213655,1787089146636,SELL,0.6816606182188021
20260818-213655,1787089146636,SELL,0.6816606182188021
20260818-213655,1787089146641,SELL,0.6816606182188021
20260818-213655,1787089146641,SELL,0.6816606182188021
20260818-213655,1787089146641,SELL,0.6816606182188021
20260818-213655,1787089146641,SELL,0.6816606182188021
20260818-213655,1787089146641,SELL,0.6816606182188021
20260818-213655,1787089146641,SELL,0.6816606182188021
20260818-213655,1787089146641,SELL,0.6816606182188021
20260818-213655,1787089146650,SELL,0.6816606182188021
20260818-213655,1787089146650,SELL,0.6816606182188021
20260818-213655,1787089146650,SELL,0.6816606182188021
20260818-213655,1787089146650,SELL,0.6816606182188021
20260818-213655,1787089146650,SELL,0.6816606182188021
20260818-213655,1787089146650,SELL,0.6816606182188021
20260818-213655,1787089146660,SELL,0.6816606182188021
20260818-213655,1787089146660,SELL,0.6816606182188021
20260818-213655,1787089146660,SELL,0.6816606182188021
20260818-213655,1787089146665,SELL,0.6816606182188021
20260818-213655,1787089146683,SELL,0.6816606182188021
20260818-213655,1787089146683,SELL,0.6816606182188021
20260818-213655,1787089146683,SELL,0.6816606182188021
20260818-213655,1787089146683,SELL,0.6816606182188021
20260818-213655,1787089146683,SELL,0.6816606182188021
20260818-213655,1787089146688,SELL,0.030986589778157644
20260818-213655,1787089146725,SELL,0.030986589778157644
20260818-213655,1787089146827,SELL,0.030986589778157644
20260818-213655,1787089146688,SELL,0.030986589778157644
20260818-213655,1787089146849,SELL,0.030986589778157644
20260818-213655,1787089146891,SELL,0.030986589778157644
20260818-213655,1787089146893,SELL,0.030986589778157644
20260818-213655,1787089146929,SELL,-0.0
20260818-213655,1787089147031,SELL,-0.0
20260818-213655,1787089146895,SELL,-0.0
20260818-213655,1787089147133,SELL,-0.17817344332483714
20260818-213655,1787089147235,SELL,-3.1761352940675214
20260818-213655,1787089147337,SELL,-3.1761352940675214
20260818-213655,1787089147439,SELL,-3.1761352940675214
20260818-213655,1787089147541,SELL,-3.1761352940675214
20260818-213655,1787089147472,SELL,-3.1761352940675214
20260818-213655,1787089147643,SELL,-3.1761352940675214
20260818-213655,1787089147745,SELL,-3.1761352940675214
20260818-213655,1787089147847,SELL,-3.1761352940675214
20260818-213655,1787089147949,SELL,-3.1761352940675214
20260818-213655,1787089147873,SELL,-3.1761352940675214
20260818-213655,1787089148051,SELL,-3.1761352940675214
20260818-213655,1787089148153,SELL,-3.1761352940675214
20260818-213655,1787089148255,SELL,-3.1761352940675214
20260818-213655,1787089148357,SELL,-3.1761352940675214
20260818-213655,1787089148232,SELL,-3.1761352940675214
20260818-213655,1787089148459,SELL,-3.1761352940675214
20260818-213655,1787089148561,SELL,-3.1761352940675214
20260818-213655,1787089148663,SELL,-3.1761352940675214
20260818-213655,1787089148765,SELL,-3.1761352940675214
20260818-213655,1787089148867,SELL,-3.1761352940675214
20260818-213655,1787089148969,SELL,-2.0606146054176127
20260818-213655,1787089149053,SELL,-2.0606146054176127
20260818-213655,1787089150907,SELL,-0.0
20260818-213655,1787089150892,SELL,-0.0
20260818-213655,1787089151009,SELL,-0.0
20260818-213956,1787089200078,SELL,-0.0
20260818-213956,1787089200275,SELL,-0.0
20260818-213956,1787089200377,SELL,-0.0
20260818-213956,1787089200479,SELL,-0.0
20260818-213956,1787089200432,SELL,-0.0
20260818-213956,1787089200581,SELL,-0.0
20260818-213956,1787089200683,SELL,-0.0
20260818-213956,1787089200550,SELL,-0.0
20260818-213956,1787089200785,SELL,-0.0
20260818-213956,1787089200887,SELL,-0.0
20260818-213956,1787089200989,SELL,-0.0
20260818-213956,1787089200929,SELL,-0.0
20260818-213956,1787089201091,SELL,-0.0
20260818-213956,1787089201193,SELL,-0.0
20260818-213956,1787089201295,SELL,-0.0
20260818-213956,1787089201213,SELL,-0.0
20260818-213956,1787089201397,SELL,-0.0
20260818-213956,1787089201499,SELL,-0.0
20260818-213956,1787089201601,SELL,-0.0
20260818-213956,1787089201703,SELL,-0.0
20260818-213956,1787089201805,SELL,-0.0
20260818-213956,1787089201907,SELL,-0.0
20260818-213956,1787089202009,SELL,-0.0
20260818-213956,1787089202111,SELL,-0.0
20260818-213956,1787089202213,SELL,-0.0
20260818-213956,1787089202315,SELL,-0.0
20260818-213956,1787089202417,SELL,-0.0
20260818-213956,1787089202519,SELL,-0.0
20260818-213956,1787089202621,SELL,-0.0
20260818-213956,1787089202723,SELL,-0.0
20260818-213956,1787089202825,SELL,-0.0
20260818-213956,1787089202927,SELL,-0.0
20260818-213956,1787089203029,SELL,-0.0
20260818-213956,1787089203131,SELL,-0.0
20260818-213956,1787089203233,SELL,-0.0
20260818-213956,1787089203335,SELL,-0.0
20260818-213956,1787089203437,SELL,-0.0
20260818-213956,1787089203539,SELL,-0.0
20260818-213956,1787089203641,SELL,-0.0
20260818-213956,1787089203743,SELL,-0.0
20260818-213956,1787089203845,SELL,-0.0
20260818-213956,1787089203947,SELL,-0.0
20260818-213956,1787089203836,SELL,-0.0
20260818-213956,1787089204049,SELL,-0.0
20260818-213956,1787089204151,SELL,-0.0
20260818-213956,1787089204253,SELL,-0.0
20260818-213956,1787089204355,SELL,-0.0
20260818-213956,1787089204457,SELL,-0.0
20260818-213956,1787089204559,SELL,-0.0
20260818-213956,1787089204661,SELL,-0.0
20260818-213956,1787089204763,SELL,-0.0
20260818-213956,1787089204865,SELL,-0.0
20260818-213956,1787089204967,SELL,-0.0
20260818-213956,1787089205069,SELL,-0.0
20260818-213956,1787089205002,SELL,-0.0
20260818-213956,1787089205171,SELL,-0.0
20260818-213956,1787089205273,SELL,-0.0
20260818-213956,1787089205375,SELL,-0.0
20260818-213956,1787089205477,SELL,-0.0
20260818-213956,1787089205579,SELL,-0.0
20260818-213956,1787089205681,SELL,-0.0
20260818-213956,1787089205783,SELL,-0.0
20260818-213956,1787089205885,SELL,-0.0
20260818-213956,1787089205987,SELL,0.01549015097340401
20260818-213956,1787089206089,SELL,0.01549015097340401
20260818-213956,1787089206191,SELL,0.01549015097340401
20260818-213956,1787089206293,SELL,0.01549015097340401
20260818-213956,1787089206395,SELL,0.01549015097340401
20260818-213956,1787089206497,SELL,0.01549015097340401
20260818-213956,1787089206599,SELL,0.01549015097340401
20260818-213956,1787089206701,SELL,0.01549015097340401
20260818-213956,1787089206803,SELL,0.01549015097340401
20260818-213956,1787089206905,SELL,0.01549015097340401
20260818-213956,1787089207007,SELL,0.01549015097340401
20260818-213956,1787089207109,SELL,0.01549015097340401
20260818-213956,1787089207211,SELL,0.01549015097340401
20260818-213956,1787089207313,SELL,0.01549015097340401
20260818-213956,1787089207415,SELL,0.01549015097340401
20260818-213956,1787089207517,SELL,0.01549015097340401
20260818-213956,1787089207619,SELL,0.01549015097340401
20260818-213956,1787089207721,SELL,0.01549015097340401
20260818-213956,1787089207823,SELL,0.01549015097340401
20260818-213956,1787089207752,SELL,0.01549015097340401
20260818-213956,1787089207925,SELL,0.01549015097340401
20260818-213956,1787089207971,SELL,0.01549015097340401
20260818-213956,1787089208027,SELL,-0.0
20260818-213956,1787089208129,SELL,-0.0
20260818-213956,1787089208007,SELL,-0.0
20260818-213956,1787089208231,SELL,-0.0
20260818-213956,1787089208333,SELL,-0.0
20260818-213956,1787089208435,SELL,-0.0
20260818-213956,1787089208537,SELL,-0.0
20260818-213956,1787089208639,SELL,-0.0
20260818-213956,1787089208741,SELL,-0.0
20260818-213956,1787089208843,SELL,-0.0
20260818-213956,1787089208945,SELL,0.030980349938091904
20260818-213956,1787089209047,SELL,0.030980349938091904
20260818-213956,1787089209149,SELL,0.030980349938091904
20260818-213956,1787089209251,SELL,0.030980349938091904
20260818-213956,1787089209353,SELL,0.030980349938091904
20260818-213956,1787089209230,SELL,0.030980349938091904
20260818-213956,1787089209455,SELL,0.030980349938091904
20260818-213956,1787089209557,SELL,0.030980349938091904
20260818-213956,1787089209659,SELL,0.030980349938091904
20260818-213956,1787089209761,SELL,0.030980349938091904
20260818-213956,1787089209863,SELL,0.030980349938091904
20260818-213956,1787089209965,SELL,0.030980349938091904
20260818-213956,1787089210067,SELL,0.030980349938091904
20260818-213956,1787089210169,SELL,0.030980349938091904
20260818-213956,1787089210271,SELL,0.030980349938091904
20260818-213956,1787089210373,SELL,0.030980349938091904
20260818-213956,1787089210475,SELL,0.030980349938091904
20260818-213956,1787089210577,SELL,0.030980349938091904
20260818-213956,1787089210679,SELL,0.030980349938091904
20260818-213956,1787089210781,SELL,0.030980349938091904
20260818-213956,1787089210843,SELL,0.030980349938091904
20260818-213956,1787089210883,SELL,-0.0
20260818-213956,1787089210845,SELL,-0.0
20260818-213956,1787089210985,SELL,-0.0
20260818-213956,1787089211087,SELL,-0.0
20260818-213956,1787089210977,SELL,-0.0
20260818-213956,1787089211189,SELL,-0.0
20260818-213956,1787089211291,SELL,-0.0
20260818-213956,1787089211393,SELL,-0.0
20260818-213956,1787089211495,SELL,-0.0
20260818-213956,1787089211597,SELL,-0.0
20260818-213956,1787089211699,SELL,-0.0
20260818-213956,1787089211801,SELL,-0.0
20260818-213956,1787089211903,SELL,-0.0
20260818-213956,1787089212005,SELL,-0.0
20260818-213956,1787089212107,SELL,-0.0
20260818-213956,1787089212209,SELL,-0.0
20260818-213956,1787089212311,SELL,-0.0
20260818-213956,1787089212413,SELL,-0.0
20260818-213956,1787089212515,SELL,-0.0
20260818-213956,1787089212617,SELL,-0.0
20260818-213956,1787089212719,SELL,-0.0
20260818-213956,1787089212821,SELL,-0.0
20260818-213956,1787089212694,SELL,-0.0
20260818-213956,1787089212923,SELL,-0.0
20260818-213956,1787089213025,SELL,-0.0
20260818-213956,1787089213127,SELL,-0.0
20260818-213956,1787089213229,SELL,-0.0
20260818-213956,1787089213331,SELL,-0.0
20260818-213956,1787089213199,SELL,-0.0
20260818-213956,1787089213433,SELL,-0.0
20260818-213956,1787089213535,SELL,-0.0
20260818-213956,1787089213637,SELL,-0.0
20260818-213956,1787089213739,SELL,-0.0
20260818-213956,1787089213841,SELL,-0.0
20260818-213956,1787089213720,SELL,-0.0
20260818-213956,1787089213943,SELL,-0.0
20260818-213956,1787089214045,SELL,-0.0
20260818-213956,1787089213912,SELL,-0.0
20260818-213956,1787089214147,SELL,-0.0
20260818-213956,1787089214249,SELL,-0.0
20260818-213956,1787089214351,SELL,-0.0
20260818-213956,1787089214453,SELL,-0.0
20260818-213956,1787089214555,SELL,-0.0
20260818-213956,1787089214657,SELL,-0.0
20260818-213956,1787089214759,SELL,-0.0
20260818-213956,1787089214861,SELL,-0.0
20260818-213956,1787089224250,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224252,SELL,0.6505893642598177
20260818-213956,1787089224254,SELL,0.6505893642598177
20260818-213956,1787089224254,SELL,0.6505893642598177
20260818-213956,1787089224254,SELL,0.6505893642598177
20260818-213956,1787089224254,SELL,0.6505893642598177
20260818-213956,1787089224254,SELL,0.6505893642598177
20260818-213956,1787089224256,SELL,0.6505893642598177
20260818-213956,1787089224256,SELL,0.6505893642598177
20260818-213956,1787089224263,SELL,0.6505893642598177
20260818-213956,1787089224274,SELL,0.6505893642598177
20260818-213956,1787089224274,SELL,0.6505893642598177
20260818-213956,1787089224274,SELL,0.6505893642598177
20260818-213956,1787089224274,SELL,0.6505893642598177
20260818-213956,1787089224347,SELL,-0.0
20260818-213956,1787089224288,SELL,-0.0
20260818-213956,1787089224449,SELL,-0.0
20260818-213956,1787089224551,SELL,-0.0
20260818-213956,1787089224653,SELL,-0.0
20260818-213956,1787089224755,SELL,-0.0
20260818-213956,1787089224644,SELL,-0.0
20260818-213956,1787089224857,SELL,-0.0
20260818-213956,1787089224959,SELL,-0.0
20260818-213956,1787089225061,SELL,-0.0
20260818-213956,1787089225163,SELL,-0.0
20260818-213956,1787089225265,SELL,-0.0
20260818-213956,1787089225367,SELL,-0.0
20260818-213956,1787089225469,SELL,-0.0
20260818-213956,1787089225571,SELL,-0.0
20260818-213956,1787089225673,SELL,-0.0
20260818-213956,1787089225775,SELL,-0.0
20260818-213956,1787089225625,SELL,-0.0
20260818-213956,1787089225877,SELL,-0.0
20260818-213956,1787089225979,SELL,-0.0
20260818-213956,1787089225899,SELL,-0.0
20260818-213956,1787089226081,SELL,-0.0
20260818-213956,1787089226183,SELL,-0.0
20260818-213956,1787089226285,SELL,-0.0
20260818-213956,1787089226387,SELL,-0.0
20260818-213956,1787089226489,SELL,-0.0
20260818-213956,1787089226591,SELL,-0.0
20260818-213956,1787089226693,SELL,-0.0
20260818-213956,1787089226795,SELL,-0.0
20260818-213956,1787089226897,SELL,-0.0
20260818-213956,1787089226999,SELL,-0.0
20260818-213956,1787089227101,SELL,-0.0
20260818-213956,1787089227203,SELL,-0.0
20260818-213956,1787089227305,SELL,-0.0
20260818-213956,1787089227407,SELL,-0.0
20260818-213956,1787089227509,SELL,-0.0
20260818-213956,1787089227611,SELL,-0.0
20260818-213956,1787089227650,SELL,-0.0
20260818-213956,1787089227713,SELL,-0.0
20260818-213956,1787089227657,SELL,-0.0
20260818-213956,1787089227815,SELL,-0.0
