session,ts_ms,action,gross_bps
20260818-194618,1787082404733,BUY,0.0
20260818-194618,1787082404847,BUY,0.0
20260818-194618,1787082404745,BUY,0.0
20260818-194618,1787082404949,BUY,0.0
20260818-194618,1787082405051,BUY,0.0
20260818-194618,1787082405153,BUY,0.0
20260818-194618,1787082405027,BUY,0.0
20260818-194618,1787082405255,BUY,0.0
20260818-194618,1787082405197,BUY,0.0
20260818-194618,1787082405357,BUY,0.0
20260818-194618,1787082405459,BUY,0.0
20260818-194618,1787082405561,BUY,0.0
20260818-194618,1787082405663,BUY,0.0
20260818-194618,1787082405517,BUY,0.0
20260818-194618,1787082405765,BUY,0.0
20260818-194618,1787082405867,BUY,0.0
20260818-194618,1787082405969,BUY,0.0
20260818-194618,1787082406071,BUY,0.0
20260818-194618,1787082406173,BUY,0.0
20260818-194618,1787082406275,BUY,0.0
20260818-194618,1787082406377,BUY,0.0
20260818-194618,1787082406326,BUY,0.0
20260818-194618,1787082406479,BUY,0.0
20260818-194618,1787082406581,BUY,0.0
20260818-194618,1787082406683,BUY,0.0
20260818-194618,1787082406531,BUY,0.0
20260818-194618,1787082406785,BUY,0.0
20260818-194618,1787082406782,BUY,0.0
20260818-194618,1787082406887,BUY,0.0
20260818-194618,1787082406989,BUY,0.0
20260818-194618,1787082406843,BUY,0.0
20260818-194618,1787082407091,BUY,0.0
20260818-194618,1787082407028,BUY,0.0
20260818-194618,1787082407193,BUY,0.0
20260818-194618,1787082407295,BUY,0.0
20260818-194618,1787082407397,BUY,0.0
20260818-194618,1787082407499,BUY,0.0
20260818-194618,1787082407601,BUY,0.0
20260818-194618,1787082407529,BUY,0.0
20260818-194618,1787082407703,BUY,0.0
20260818-194618,1787082407805,BUY,0.0
20260818-194618,1787082407907,BUY,0.0
20260818-194618,1787082408009,BUY,0.0
20260818-194618,1787082408111,BUY,0.0
20260818-194618,1787082408213,BUY,0.0
20260818-194618,1787082414333,BUY,0.0
20260818-194618,1787082414233,BUY,0.0
20260818-194618,1787082414435,BUY,0.0
20260818-194618,1787082414537,BUY,0.0
20260818-194618,1787082414639,BUY,0.0
20260818-194618,1787082414741,BUY,0.0
20260818-194618,1787082414843,BUY,0.0
20260818-194618,1787082414945,BUY,0.0
20260818-194618,1787082415047,BUY,0.0
20260818-194618,1787082414930,BUY,0.0
20260818-194618,1787082415149,BUY,0.0
20260818-194618,1787082415140,BUY,0.0
20260818-194618,1787082415251,BUY,0.0
20260818-194618,1787082415154,BUY,0.0
20260818-194618,1787082415353,BUY,0.0
20260818-194618,1787082415455,BUY,0.0
20260818-194618,1787082511862,SELL,0.17017313569618536
20260818-194618,1787082511862,SELL,0.17017313569618536
20260818-194618,1787082511862,SELL,0.17017313569618536
20260818-194618,1787082511862,SELL,0.17017313569618536
20260818-194618,1787082511862,SELL,0.17017313569618536
20260818-194618,1787082511949,SELL,0.09282242837486039
20260818-194618,1787082511864,SELL,0.09282242837486039
20260818-194618,1787082512051,SELL,0.09282242837486039
20260818-194618,1787082511997,SELL,0.09282242837486039
20260818-194618,1787082512153,SELL,0.09282242837486039
20260818-194618,1787082512255,SELL,0.09282242837486039
20260818-194618,1787082512329,SELL,0.09282242837486039
20260818-194618,1787082512330,SELL,-0.0
20260818-194618,1787082512357,SELL,-0.0
20260818-194618,1787082512459,SELL,-0.0
20260818-194618,1787082512330,SELL,-0.0
20260818-194618,1787082512561,SELL,-0.0
20260818-194618,1787082512485,SELL,-0.0
20260818-194618,1787082512663,SELL,-0.0
20260818-194618,1787082512765,SELL,-0.0
20260818-194618,1787082512867,SELL,-0.0
20260818-194618,1787082512812,SELL,-0.0
20260818-194618,1787082512969,SELL,-0.0
20260818-194618,1787082513071,SELL,-0.0
20260818-194618,1787082513173,SELL,-0.0
20260818-194618,1787082513275,SELL,-0.0
20260818-194618,1787082513377,SELL,-0.0
20260818-194618,1787082513479,SELL,-0.0
20260818-194618,1787082513581,SELL,-0.0
20260818-194618,1787082513683,SELL,0.030941096660309246
20260818-194618,1787082513785,SELL,0.030941096660309246
20260818-194618,1787082513887,SELL,0.030941096660309246
20260818-194618,1787082513989,SELL,0.030941096660309246
20260818-194618,1787082514091,SELL,0.030941096660309246
20260818-194618,1787082514193,SELL,0.030941096660309246
20260818-194618,1787082514108,SELL,0.030941096660309246
20260818-194618,1787082514295,SELL,0.030941096660309246
20260818-194618,1787082514397,SELL,0.030941096660309246
20260818-194618,1787082514499,SELL,0.030941096660309246
20260818-194618,1787082514601,SELL,0.030941096660309246
20260818-194618,1787082514703,SELL,0.030941096660309246
20260818-194618,1787082514805,SELL,0.030941096660309246
20260818-194618,1787082514907,SELL,0.030941096660309246
20260818-194618,1787082515009,SELL,0.030941096660309246
20260818-194618,1787082515111,SELL,0.030941096660309246
20260818-194618,1787082515213,SELL,0.030941096660309246
20260818-194618,1787082515315,SELL,0.030941096660309246
20260818-194618,1787082515417,SELL,0.030941096660309246
20260818-194618,1787082515519,SELL,0.030941096660309246
20260818-194618,1787082515621,SELL,0.030941096660309246
20260818-194618,1787082515659,SELL,0.030941096660309246
20260818-194618,1787082515723,SELL,-0.0
20260818-194618,1787082515661,SELL,-0.0
20260818-194618,1787082515825,SELL,-0.0
20260818-194618,1787082515927,SELL,-0.0
20260818-194618,1787082516029,SELL,-0.0
20260818-194618,1787082516131,SELL,-0.0
20260818-194618,1787082516233,SELL,-0.0
20260818-194618,1787082516204,SELL,-0.0
20260818-194618,1787082516335,SELL,-0.0
20260818-194618,1787082516272,SELL,-0.0
20260818-194618,1787082516437,SELL,-0.0
20260818-194618,1787082516539,SELL,-0.0
20260818-194618,1787082516641,SELL,-0.0
20260818-194618,1787082516743,SELL,-0.0
20260818-194618,1787082516845,SELL,-0.0
20260818-194618,1787082516856,SELL,-0.0
20260818-194618,1787082516947,SELL,-0.0
20260818-194618,1787082516865,SELL,-0.0
20260818-194618,1787082517049,SELL,-0.0
20260818-194618,1787082517151,SELL,-0.0
20260818-194618,1787082517253,SELL,-0.0
20260818-194618,1787082517162,SELL,-0.0
20260818-194618,1787082517355,SELL,-0.0
20260818-194618,1787082517457,SELL,-0.0
20260818-194618,1787082517559,SELL,-0.0
20260818-194618,1787082517661,SELL,-0.0
20260818-194618,1787082517566,SELL,-0.0
20260818-194618,1787082517763,SELL,-0.0
20260818-194618,1787082517865,SELL,-0.0
20260818-194618,1787082517748,SELL,-0.0
20260818-194618,1787082517967,SELL,-0.0
20260818-194618,1787082518069,SELL,-0.0
20260818-194618,1787082518171,SELL,-0.0
20260818-194618,1787082518273,SELL,-0.0
20260818-194618,1787082518375,SELL,-0.0
20260818-194618,1787082518477,SELL,-0.0
20260818-194618,1787082518579,SELL,-0.0
20260818-194618,1787082518681,SELL,-0.0
20260818-194618,1787082518535,SELL,-0.0
20260818-194618,1787082518783,SELL,-0.0
20260818-194618,1787082518885,SELL,-0.0
20260818-194618,1787082518987,SELL,-0.0
20260818-194618,1787082519089,SELL,-0.0
20260818-194618,1787082519191,SELL,-0.0
20260818-194618,1787082519293,SELL,-0.0
20260818-194618,1787082519395,SELL,-0.0
20260818-194618,1787082519497,SELL,-0.0
20260818-194618,1787082519599,SELL,-0.0
20260818-194618,1787082519701,SELL,-0.0
20260818-194618,1787082519803,SELL,-0.0
20260818-194618,1787082519905,SELL,-0.0
20260818-194618,1787082520007,SELL,-0.0
20260818-194618,1787082520020,SELL,-0.0
20260818-194618,1787082520109,SELL,-0.0
20260818-194618,1787082520211,SELL,-0.0
20260818-194618,1787082520057,SELL,-0.0
20260818-194618,1787082520313,SELL,-0.0
20260818-194618,1787082520415,SELL,-0.0
20260818-194618,1787082520517,SELL,-0.0
20260818-194618,1787082520619,SELL,-0.0
20260818-194618,1787082520721,SELL,-0.0
20260818-194618,1787082520597,SELL,-0.0
20260818-194618,1787082520823,SELL,-0.0
20260818-194618,1787082520925,SELL,-0.0
20260818-194618,1787082521027,SELL,-0.0
20260818-194618,1787082521129,SELL,-0.0
20260818-194618,1787082521231,SELL,-0.0
20260818-194618,1787082521333,SELL,-0.0
20260818-194618,1787082521435,SELL,-0.0
20260818-194618,1787082521537,SELL,-0.0
20260818-194618,1787082521639,SELL,-0.0
20260818-194618,1787082521559,SELL,-0.0
20260818-194618,1787082521741,SELL,-0.0
20260818-194618,1787082521843,SELL,-0.0
20260818-194618,1787082521945,SELL,-0.0
20260818-194618,1787082522047,SELL,-0.0
20260818-194618,1787082521971,SELL,-0.0
20260818-194618,1787082522149,SELL,-0.0
20260818-194618,1787082522251,SELL,-0.0
20260818-194618,1787082522353,SELL,-0.0
20260818-194618,1787082522455,SELL,-0.0
20260818-194618,1787082522557,SELL,-0.0
20260818-194618,1787082522659,SELL,-0.0
20260818-194618,1787082522761,SELL,-0.0
20260818-194618,1787082522863,SELL,-0.0
20260818-194618,1787082522965,SELL,-0.0
20260818-194618,1787082523067,SELL,-0.0
20260818-194618,1787082523169,SELL,-0.0
20260818-194618,1787082523271,SELL,-0.0
20260818-194618,1787082523191,SELL,-0.0
20260818-194618,1787082523373,SELL,-0.0
20260818-194618,1787082523475,SELL,-0.0
20260818-194618,1787082523577,SELL,-0.0
20260818-194618,1787082523437,SELL,-0.0
20260818-194618,1787082523679,SELL,-0.0
20260818-194618,1787082523781,SELL,-0.0
20260818-194618,1787082523883,SELL,-0.0
20260818-194618,1787082523985,SELL,-0.0
20260818-194618,1787082524087,SELL,-0.0
20260818-194618,1787082524189,SELL,-0.0
20260818-194618,1787082524291,SELL,-0.0
20260818-194618,1787082524393,SELL,-0.0
20260818-194618,1787082524495,SELL,-0.0
20260818-194618,1787082524597,SELL,-0.0
20260818-194618,1787082524699,SELL,-0.0
20260818-194618,1787082524801,SELL,-0.0
20260818-194618,1787082524903,SELL,-0.0
20260818-194618,1787082524779,SELL,-0.0
20260818-194618,1787082525005,SELL,-0.0
20260818-194618,1787082525107,SELL,-0.0
20260818-194618,1787082524987,SELL,-0.0
20260818-194618,1787082525209,SELL,-0.0
20260818-194618,1787082525311,SELL,-0.0
20260818-194618,1787082525413,SELL,-0.0
20260818-194618,1787082525515,SELL,-0.0
20260818-194618,1787082525376,SELL,-0.0
20260818-194618,1787082525617,SELL,-0.0
20260818-194618,1787082525719,SELL,-0.0
20260818-194618,1787082525821,SELL,-0.0
20260818-194618,1787082525923,SELL,-0.0
20260818-194618,1787082525824,SELL,-0.0
20260818-194618,1787082526025,SELL,-0.0
20260818-194618,1787082525941,SELL,-0.0
20260818-194618,1787082526127,SELL,-0.0
20260818-194618,1787082526229,SELL,-0.0
20260818-194618,1787082526331,SELL,-0.0
20260818-194618,1787082526433,SELL,0.26300013536726646
20260818-194618,1787082526535,SELL,0.26300013536726646
20260818-194618,1787082526637,SELL,0.26300013536726646
20260818-194618,1787082526739,SELL,0.26300013536726646
20260818-194618,1787082526841,SELL,0.26300013536726646
20260818-194618,1787082526943,SELL,0.26300013536726646
20260818-194618,1787082527045,SELL,0.26300013536726646
20260818-194618,1787082527147,SELL,0.26300013536726646
20260818-194618,1787082527249,SELL,0.26300013536726646
20260818-194618,1787082527230,SELL,0.26300013536726646
20260818-194618,1787082527351,SELL,0.26300013536726646
20260818-194618,1787082527453,SELL,0.26300013536726646
20260818-194618,1787082527327,SELL,0.26300013536726646
20260818-194618,1787082527555,SELL,0.26300013536726646
20260818-194618,1787082527657,SELL,0.26300013536726646
20260818-194618,1787082527759,SELL,0.26300013536726646
20260818-194618,1787082527700,SELL,0.26300013536726646
20260818-194618,1787082527861,SELL,0.26300013536726646
20260818-194618,1787082527963,SELL,0.26300013536726646
20260818-194618,1787082528065,SELL,0.26300013536726646
20260818-194618,1787082528167,SELL,0.26300013536726646
20260818-194618,1787082528269,SELL,0.26300013536726646
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528371,SELL,-0.0
20260818-194618,1787082528473,SELL,-0.0
20260818-194618,1787082528332,SELL,-0.0
20260818-194618,1787082528575,SELL,-0.0
20260818-194618,1787082528677,SELL,-0.0
20260818-194618,1787082528779,SELL,-0.0
20260818-194618,1787082528645,SELL,-0.0
20260818-194618,1787082528881,SELL,-0.0
20260818-194618,1787082528983,SELL,-0.0
20260818-194618,1787082529085,SELL,-0.0
20260818-194618,1787082529187,SELL,-0.0
20260818-194618,1787082529289,SELL,-0.0
20260818-194618,1787082529391,SELL,-0.0
20260818-194618,1787082529493,SELL,-0.0
20260818-194618,1787082529595,SELL,-0.0
20260818-194618,1787082529519,SELL,-0.0
20260818-194618,1787082529697,SELL,-0.0
20260818-194618,1787082529799,SELL,-0.0
20260818-194618,1787082529901,SELL,-0.0
20260818-194618,1787082530003,SELL,-0.0
20260818-194618,1787082530105,SELL,-0.0
20260818-194618,1787082530207,SELL,-0.0
20260818-194618,1787082530309,SELL,-0.0
20260818-194618,1787082530411,SELL,-0.0
20260818-194618,1787082530513,SELL,-0.0
20260818-194618,1787082530615,SELL,-0.0
20260818-194618,1787082530717,SELL,-0.0
20260818-194618,1787082530819,SELL,-0.0
20260818-194618,1787082530921,SELL,-0.0
20260818-194618,1787082531023,SELL,-0.0
20260818-194618,1787082531125,SELL,-0.0
20260818-194618,1787082531227,SELL,-0.0
20260818-194618,1787082531329,SELL,-0.0
20260818-194618,1787082531431,SELL,-0.0
20260818-194618,1787082531533,SELL,-0.0
20260818-194618,1787082531635,SELL,-0.0
20260818-194618,1787082531737,SELL,-0.0
20260818-194618,1787082531657,SELL,-0.0
20260818-194618,1787082531839,SELL,-0.0
20260818-194618,1787082531941,SELL,-0.0
20260818-194618,1787082532043,SELL,-0.0
20260818-194618,1787082532145,SELL,-0.0
20260818-194618,1787082532247,SELL,-0.0
20260818-194618,1787082532138,SELL,-0.0
20260818-194618,1787082532349,SELL,-0.0
20260818-194618,1787082532451,SELL,-0.0
20260818-194618,1787082532553,SELL,-0.0
20260818-194618,1787082532450,SELL,-0.0
20260818-194618,1787082532655,SELL,-0.0
20260818-194618,1787082532757,SELL,-0.0
20260818-194618,1787082532859,SELL,-0.0
20260818-194618,1787082532961,SELL,-0.0
20260818-194618,1787082532860,SELL,-0.0
20260818-194618,1787082533063,SELL,-0.0
20260818-194618,1787082533165,SELL,-0.0
20260818-194618,1787082533267,SELL,-0.0
20260818-194618,1787082533201,SELL,-0.0
20260818-194618,1787082533369,SELL,-0.0
20260818-194618,1787082533471,SELL,-0.0
20260818-194618,1787082533328,SELL,-0.0
20260818-194618,1787082533573,SELL,-0.0
20260818-194618,1787082533675,SELL,-0.0
20260818-194618,1787082533555,SELL,-0.0
20260818-194618,1787082533777,SELL,-0.0
20260818-194618,1787082533879,SELL,-0.0
20260818-194618,1787082533981,SELL,-0.0
20260818-194618,1787082533873,SELL,-0.0
20260818-194618,1787082534083,SELL,-0.0
20260818-194618,1787082534185,SELL,-0.0
20260818-194618,1787082534287,SELL,-0.0
20260818-194618,1787082534389,SELL,-0.0
20260818-194618,1787082534491,SELL,-0.0
20260818-194618,1787082534593,SELL,-0.0
20260818-194618,1787082534695,SELL,-0.0
20260818-194618,1787082534797,SELL,-0.0
20260818-194618,1787082534899,SELL,-0.0
20260818-194618,1787082535001,SELL,-0.0
20260818-194618,1787082534932,SELL,-0.0
20260818-194618,1787082535103,SELL,-0.0
20260818-194618,1787082535205,SELL,-0.0
20260818-194618,1787082535307,SELL,-0.0
20260818-194618,1787082535196,SELL,-0.0
20260818-194618,1787082535409,SELL,-0.0
20260818-194618,1787082535511,SELL,-0.0
20260818-194618,1787082535613,SELL,-0.0
20260818-194618,1787082535715,SELL,-0.0
20260818-194618,1787082535727,SELL,-0.0
20260818-194618,1787082535817,SELL,-0.0
20260818-194618,1787082535739,SELL,-0.0
20260818-194618,1787082535919,SELL,-0.0
20260818-194618,1787082536021,SELL,-0.0
20260818-194618,1787082536123,SELL,-0.0
20260818-194618,1787082535986,SELL,-0.0
20260818-194618,1787082536225,SELL,-0.0
20260818-194618,1787082536327,SELL,-0.0
20260818-194618,1787082536429,SELL,-0.0
20260818-194618,1787082536531,SELL,-0.0
20260818-194618,1787082536633,SELL,-0.0
20260818-194618,1787082536502,SELL,-0.0
20260818-194618,1787082536735,SELL,-0.0
20260818-194618,1787082536837,SELL,-0.0
20260818-194618,1787082536939,SELL,-0.0
20260818-194618,1787082537041,SELL,-0.0
20260818-194618,1787082537143,SELL,-0.0
20260818-194618,1787082537245,SELL,-0.0
20260818-194618,1787082537347,SELL,-0.0
20260818-194618,1787082537349,SELL,-0.0
20260818-194618,1787082537449,SELL,-0.0
20260818-194618,1787082537358,SELL,-0.0
20260818-194618,1787082537551,SELL,-0.0
20260818-194618,1787082537653,SELL,-0.0
20260818-194618,1787082537755,SELL,-0.0
20260818-194618,1787082537857,SELL,-0.0
20260818-194618,1787082537959,SELL,-0.0
20260818-194618,1787082538061,SELL,-0.0
20260818-194618,1787082537945,SELL,-0.0
20260818-194618,1787082538163,SELL,-0.0
20260818-194618,1787082538265,SELL,-0.0
20260818-194618,1787082538152,SELL,-0.0
20260818-194618,1787082538367,SELL,-0.0
20260818-194618,1787082538469,SELL,-0.0
20260818-194618,1787082538571,SELL,-0.0
20260818-194618,1787082538673,SELL,-0.0
20260818-194618,1787082538775,SELL,-0.0
20260818-194618,1787082538877,SELL,-0.0
20260818-194618,1787082538979,SELL,-0.0
20260818-194618,1787082539081,SELL,-0.0
20260818-194618,1787082539183,SELL,-0.0
20260818-194618,1787082539285,SELL,-0.0
20260818-194618,1787082539387,SELL,-0.0
20260818-194618,1787082539489,SELL,-0.0
20260818-194618,1787082539591,SELL,-0.0
20260818-194618,1787082539693,SELL,-0.0
20260818-194618,1787082539795,SELL,-0.0
20260818-194618,1787082539897,SELL,-0.0
20260818-194618,1787082539999,SELL,-0.0
20260818-194618,1787082540101,SELL,-0.0
20260818-194618,1787082540203,SELL,-0.0
20260818-194618,1787082540305,SELL,-0.0
20260818-194618,1787082540407,SELL,-0.0
20260818-194618,1787082540509,SELL,0.7426081481136454
20260818-194618,1787082540611,SELL,0.7426081481136454
20260818-194618,1787082540713,SELL,0.7426081481136454
20260818-194618,1787082540600,SELL,0.7426081481136454
20260818-194618,1787082540761,SELL,0.7426081481136454
20260818-194618,1787082540815,SELL,0.7426081481136454
20260818-194618,1787082540917,SELL,0.7426081481136454
20260818-194618,1787082540810,SELL,0.7426081481136454
20260818-194618,1787082541019,SELL,0.7426081481136454
20260818-194618,1787082540940,SELL,0.7426081481136454
20260818-194618,1787082541121,SELL,0.7426081481136454
20260818-194618,1787082541223,SELL,0.7426081481136454
20260818-194618,1787082541325,SELL,0.7426081481136454
20260818-194618,1787082541217,SELL,0.7426081481136454
20260818-194618,1787082541427,SELL,0.7426081481136454
20260818-194618,1787082541529,SELL,0.7426081481136454
20260818-194618,1787082541631,SELL,0.7426081481136454
20260818-194618,1787082541733,SELL,0.7426081481136454
20260818-194618,1787082541648,SELL,0.7426081481136454
20260818-194618,1787082541835,SELL,0.7426081481136454
20260818-194618,1787082541937,SELL,0.7426081481136454
20260818-194618,1787082541910,SELL,0.7426081481136454
20260818-194618,1787082542039,SELL,0.7426081481136454
20260818-194618,1787082542141,SELL,0.7426081481136454
20260818-194618,1787082542024,SELL,0.7426081481136454
20260818-194618,1787082542243,SELL,0.7426081481136454
20260818-194618,1787082542345,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542419,SELL,0.7426081481136454
20260818-194618,1787082542428,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542435,SELL,0.7426081481136454
20260818-194618,1787082542437,SELL,0.12377568442196529
20260818-194618,1787082542447,SELL,0.12377568442196529
20260818-194618,1787082542437,SELL,0.12377568442196529
20260818-194618,1787082542446,SELL,0.12377568442196529
20260818-194618,1787082542446,SELL,0.12377568442196529
20260818-194618,1787082542446,SELL,0.12377568442196529
20260818-194618,1787082542449,SELL,0.12377568442196529
20260818-194618,1787082542449,SELL,0.12377568442196529
20260818-194618,1787082542449,SELL,0.12377568442196529
20260818-194618,1787082542449,SELL,0.12377568442196529
20260818-194618,1787082542457,SELL,0.12377568442196529
20260818-194618,1787082542457,SELL,0.12377568442196529
20260818-194618,1787082542457,SELL,0.12377568442196529
20260818-194618,1787082542458,SELL,0.12377568442196529
20260818-194618,1787082542471,SELL,0.12377568442196529
20260818-194618,1787082542549,SELL,-0.0
20260818-194618,1787082542487,SELL,-0.0
20260818-194618,1787082542651,SELL,-0.0
20260818-194618,1787082542545,SELL,-0.0
20260818-194618,1787082542753,SELL,-0.0
20260818-194618,1787082542855,SELL,-0.0
20260818-194618,1787082542957,SELL,-0.0
20260818-194618,1787082543059,SELL,-0.0
20260818-194618,1787082542963,SELL,-0.0
20260818-194618,1787082543161,SELL,-0.0
20260818-194618,1787082543263,SELL,-0.0
20260818-194618,1787082543365,SELL,-0.0
20260818-194618,1787082543467,SELL,-0.0
20260818-194618,1787082543569,SELL,-0.0
20260818-194618,1787082543474,SELL,-0.0
20260818-194618,1787082543671,SELL,-0.0
20260818-194618,1787082543773,SELL,-0.0
20260818-194618,1787082543643,SELL,-0.0
20260818-194618,1787082543875,SELL,-0.0
20260818-194618,1787082543977,SELL,-0.0
20260818-194618,1787082544079,SELL,-0.0
20260818-194618,1787082544181,SELL,-0.0
20260818-194618,1787082544283,SELL,0.34038734532637954
20260818-194618,1787082544200,SELL,-0.0
20260818-194618,1787082544385,SELL,0.34038734532637954
20260818-194618,1787082544487,SELL,0.34038734532637954
20260818-194618,1787082544589,SELL,0.34038734532637954
20260818-194618,1787082544691,SELL,0.34038734532637954
20260818-194618,1787082544555,SELL,0.34038734532637954
20260818-194618,1787082544793,SELL,0.34038734532637954
20260818-194618,1787082544895,SELL,0.34038734532637954
20260818-194618,1787082544756,SELL,0.34038734532637954
20260818-194618,1787082544997,SELL,0.34038734532637954
20260818-194618,1787082545099,SELL,0.34038734532637954
20260818-194618,1787082545201,SELL,0.34038734532637954
20260818-194618,1787082545303,SELL,0.34038734532637954
20260818-194618,1787082545405,SELL,0.34038734532637954
20260818-194618,1787082545507,SELL,0.34038734532637954
20260818-194618,1787082545609,SELL,0.34038734532637954
20260818-194618,1787082545498,SELL,0.34038734532637954
20260818-194618,1787082545711,SELL,0.34038734532637954
20260818-194618,1787082545813,SELL,0.34038734532637954
20260818-194618,1787082545915,SELL,0.34038734532637954
20260818-194618,1787082546017,SELL,0.34038734532637954
20260818-194618,1787082546119,SELL,0.34038734532637954
20260818-194618,1787082546122,SELL,0.34038734532637954
20260818-194618,1787082546125,SELL,0.34038734532637954
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546221,SELL,-0.0
20260818-194618,1787082546323,SELL,-0.0
20260818-194618,1787082546210,SELL,-0.0
20260818-194618,1787082546425,SELL,-0.0
20260818-194618,1787082546462,SELL,-0.0
20260818-194618,1787082546464,SELL,-0.0
20260818-194618,1787082546527,SELL,-0.0
20260818-194618,1787082546464,SELL,-0.0
20260818-194618,1787082546629,SELL,-0.0
20260818-194618,1787082546731,SELL,-0.0
20260818-194618,1787082546833,SELL,-0.0
20260818-194618,1787082546761,SELL,-0.0
20260818-194618,1787082546935,SELL,-0.0
20260818-194618,1787082547037,SELL,-0.0
20260818-194618,1787082547139,SELL,-0.0
20260818-194618,1787082547241,SELL,-0.0
20260818-194618,1787082547110,SELL,-0.0
20260818-194618,1787082547343,SELL,-0.0
20260818-194618,1787082547445,SELL,-0.0
20260818-194618,1787082547547,SELL,-0.0
20260818-194618,1787082547502,SELL,-0.0
20260818-194618,1787082547649,SELL,-0.0
20260818-194618,1787082547751,SELL,-0.0
20260818-194618,1787082547617,SELL,-0.0
20260818-194618,1787082547853,SELL,-0.0
20260818-194618,1787082547955,SELL,-0.0
20260818-194618,1787082547970,SELL,-0.0
20260818-194618,1787082548057,SELL,-0.0
20260818-194618,1787082548004,SELL,-0.0
20260818-194618,1787082548159,SELL,-0.0
20260818-194618,1787082548261,SELL,-0.0
20260818-194618,1787082548363,SELL,-0.0
20260818-194618,1787082548233,SELL,-0.0
20260818-194618,1787082548465,SELL,-0.0
20260818-194618,1787082548567,SELL,-0.0
20260818-194618,1787082548463,SELL,-0.0
20260818-194618,1787082548669,SELL,-0.0
20260818-194618,1787082548771,SELL,-0.0
20260818-194618,1787082548873,SELL,-0.0
20260818-194618,1787082548975,SELL,-0.0
20260818-194618,1787082549077,SELL,-0.0
20260818-194618,1787082549179,SELL,-0.0
20260818-194618,1787082549281,SELL,-0.0
20260818-194618,1787082549383,SELL,-0.0
20260818-194618,1787082549485,SELL,-0.0
20260818-194618,1787082549424,SELL,-0.0
20260818-194618,1787082549587,SELL,-0.0
20260818-194618,1787082549689,SELL,-0.0
20260818-194618,1787082549791,SELL,-0.0
20260818-194618,1787082549893,SELL,-0.0
20260818-194618,1787082549995,SELL,-0.0
20260818-194618,1787082550097,SELL,-0.0
20260818-194618,1787082550199,SELL,-0.0
20260818-194618,1787082550301,SELL,-0.0
20260818-194618,1787082550403,SELL,-0.0
20260818-194618,1787082550334,SELL,-0.0
20260818-194618,1787082550607,SELL,-0.0
20260818-194618,1787082551321,SELL,-0.0
20260818-194618,1787082551234,SELL,-0.0
20260818-194618,1787082551423,SELL,-0.0
20260818-194618,1787082551525,SELL,-0.0
20260818-194618,1787082551627,SELL,-0.0
20260818-194618,1787082551729,SELL,-0.0
20260818-194618,1787082551641,SELL,-0.0
20260818-194618,1787082551831,SELL,-0.0
