session,ts_ms,gross_bps
20260818-190823,1787080123905,0.0
20260818-190823,1787080124007,-0.0
20260818-190823,1787080124109,0.0
20260818-190823,1787080124211,-0.0
20260818-190823,1787080124313,-0.0
20260818-190823,1787080124415,-0.0
20260818-190823,1787080124517,-0.0
20260818-190823,1787080124467,-0.0
20260818-190823,1787080124619,-0.0
20260818-190823,1787080124721,-0.0
20260818-190823,1787080124575,-0.0
20260818-190823,1787080124823,0.0
20260818-190823,1787080124925,-0.0
20260818-190823,1787080125027,0.0
20260818-190823,1787080125129,-0.0
20260818-190823,1787080125075,-0.0
20260818-190823,1787080125231,0.0
20260818-190823,1787080125333,0.0
20260818-190823,1787080125435,-0.0
20260818-190823,1787080125353,-0.0
20260818-190823,1787080125537,0.0
20260818-190823,1787080125639,0.0
20260818-190823,1787080125741,0.0
20260818-190823,1787080125843,-0.0
20260818-190823,1787080125945,-0.0
20260818-190823,1787080126047,0.0
20260818-190823,1787080126149,0.0
20260818-190823,1787080126251,0.0
20260818-190823,1787080126353,0.0
20260818-190823,1787080126455,0.0
20260818-190823,1787080126557,-0.0
20260818-190823,1787080126537,-0.0
20260818-190823,1787080126659,0.0
20260818-190823,1787080126761,-0.0
20260818-190823,1787080126657,-0.0
20260818-190823,1787080126863,-0.0
20260818-190823,1787080126965,-0.0
20260818-190823,1787080127067,-0.0
20260818-190823,1787080127001,0.0
20260818-190823,1787080127169,-0.0
20260818-190823,1787080127271,0.0
20260818-190823,1787080127373,-0.0
20260818-190823,1787080127266,-0.0
20260818-190823,1787080127475,0.0
20260818-190823,1787080127577,0.0
20260818-190823,1787080127520,-0.0
20260818-190823,1787080127679,0.0
20260818-190823,1787080127781,-0.0
20260818-190823,1787080127883,0.0
20260818-190823,1787080127985,-0.0
20260818-190823,1787080127875,-0.0
20260818-190823,1787080128087,0.0
20260818-190823,1787080128189,0.0
20260818-190823,1787080128291,-0.0
20260818-190823,1787080128393,0.0
20260818-190823,1787080128495,-0.0
20260818-190823,1787080128597,0.0
20260818-190823,1787080128501,-0.0
20260818-190823,1787080128699,0.0
20260818-190823,1787080128801,-0.0
20260818-190823,1787080128903,-0.0
20260818-190823,1787080129005,0.0
20260818-190823,1787080129107,0.0
20260818-190823,1787080129209,0.0
20260818-190823,1787080129079,-0.0
20260818-190823,1787080129311,0.0
20260818-190823,1787080129413,0.0
20260818-190823,1787080129515,0.0
20260818-190823,1787080129617,0.0
20260818-190823,1787080129719,-0.0
20260818-190823,1787080129729,0.0
20260818-190823,1787080129732,0.0
20260818-190823,1787080129821,-0.0
20260818-190823,1787080129732,0.0
20260818-190823,1787080129923,0.0
20260818-190823,1787080130025,0.0
20260818-190823,1787080130127,-0.0
20260818-190823,1787080130229,0.0
20260818-190823,1787080130331,-0.0
20260818-190823,1787080130433,0.0
20260818-190823,1787080130535,0.0
20260818-190823,1787080130426,0.0
20260818-190823,1787080130637,-0.0
20260818-190823,1787080130739,0.0
20260818-190823,1787080130841,0.0
20260818-190823,1787080130943,-0.0
20260818-190823,1787080130839,0.0
20260818-190823,1787080131045,0.0
20260818-190823,1787080131147,0.0
20260818-190823,1787080131249,-0.0
20260818-190823,1787080131351,-0.0
20260818-190823,1787080131453,0.0
20260818-190823,1787080131319,-0.0
20260818-190823,1787080131555,-0.0
20260818-190823,1787080131657,0.0
20260818-190823,1787080131759,-0.0
20260818-190823,1787080131861,0.0
20260818-190823,1787080131963,0.0
20260818-190823,1787080131909,0.0
20260818-190823,1787080132065,0.0
20260818-190823,1787080132167,-0.0
20260818-190823,1787080132269,-0.0
20260818-190823,1787080132371,0.0
20260818-190823,1787080132473,-0.0
20260818-190823,1787080132575,0.0
20260818-190823,1787080132496,0.0
20260818-190823,1787080132677,-0.0
20260818-190823,1787080132779,0.0
20260818-190823,1787080132881,-0.0
20260818-190823,1787080132983,-0.0
20260818-190823,1787080132916,0.0
20260818-190823,1787080132982,0.0
20260818-190823,1787080133085,0.0
20260818-190823,1787080133187,-0.0
20260818-190823,1787080133055,-0.0
20260818-190823,1787080133289,-0.0
20260818-190823,1787080133184,-0.0
20260818-190823,1787080133391,-0.0
20260818-190823,1787080133493,0.0
20260818-190823,1787080133595,0.0
20260818-190823,1787080133697,-0.0
20260818-190823,1787080133598,-0.0
20260818-190823,1787080133799,0.0
20260818-190823,1787080133901,0.0
20260818-190823,1787080134003,0.0
20260818-190823,1787080134105,-0.0
20260818-190823,1787080134207,-0.0
20260818-190823,1787080134309,0.0
20260818-190823,1787080134217,0.0
20260818-190823,1787080134411,-0.0
20260818-190823,1787080134513,0.0
20260818-190823,1787080134615,-0.0
20260818-190823,1787080134717,-0.0
20260818-190823,1787080134819,0.0
20260818-190823,1787080134921,-0.0
20260818-190823,1787080134828,0.0
20260818-190823,1787080135023,-0.0
20260818-190823,1787080135125,-0.0
20260818-190823,1787080135004,-0.0
20260818-190823,1787080135227,-0.0
20260818-190823,1787080135154,-0.0
20260818-190823,1787080135329,0.0
20260818-190823,1787080135431,0.0
20260818-190823,1787080135533,-0.0
20260818-190823,1787080135635,-0.0
20260818-190823,1787080135536,0.0
20260818-190823,1787080135737,-0.0
20260818-190823,1787080135839,-0.0
20260818-190823,1787080135941,-0.0
20260818-190823,1787080136043,0.0
20260818-190823,1787080136145,-0.0
20260818-190823,1787080136247,0.0
20260818-190823,1787080136107,-0.0
20260818-190823,1787080136349,-0.0
20260818-190823,1787080136451,-0.0
20260818-190823,1787080136553,0.0
20260818-190823,1787080136655,0.0
20260818-190823,1787080136511,-0.0
20260818-190823,1787080136757,-0.0
20260818-190823,1787080136859,0.0
20260818-190823,1787080136762,0.0
20260818-190823,1787080136961,-0.0
20260818-190823,1787080137063,0.0
20260818-190823,1787080137165,-0.0
20260818-190823,1787080137267,-0.0
20260818-190823,1787080137369,-0.0
20260818-190823,1787080137471,0.0
20260818-190823,1787080137573,-0.0
20260818-190823,1787080137422,0.0
20260818-190823,1787080137675,0.0
20260818-190823,1787080137777,0.0
20260818-190823,1787080137879,-0.0
20260818-190823,1787080137981,-0.0
20260818-190823,1787080138083,0.0
20260818-190823,1787080138185,0.0
20260818-190823,1787080138034,0.0
20260818-190823,1787080138287,-0.0
20260818-190823,1787080138389,-0.0
20260818-190823,1787080138491,0.0
20260818-190823,1787080138593,-0.0
20260818-190823,1787080138695,0.0
20260818-190823,1787080138797,-0.0
20260818-190823,1787080138899,-0.0
20260818-190823,1787080139001,-0.0
20260818-190823,1787080139103,-0.0
20260818-190823,1787080139205,-0.0
20260818-190823,1787080139120,0.0
20260818-190823,1787080139307,-0.0
20260818-190823,1787080139409,-0.0
20260818-190823,1787080139511,0.0
20260818-190823,1787080139382,-0.0
20260818-190823,1787080139613,-0.0
20260818-190823,1787080139715,0.0
20260818-190823,1787080139817,0.0
20260818-190823,1787080139919,-0.0
20260818-190823,1787080140021,-0.0
20260818-190823,1787080140123,0.0
20260818-190823,1787080140004,-0.0
20260818-190823,1787080140225,0.0
20260818-190823,1787080140327,0.0
20260818-190823,1787080140227,0.0
20260818-190823,1787080140429,-0.0
20260818-190823,1787080140531,-0.0
20260818-190823,1787080140506,0.0
20260818-190823,1787080140633,-0.0
20260818-190823,1787080140735,-0.0
20260818-190823,1787080140629,0.0
20260818-190823,1787080140738,-0.0
20260818-190823,1787080140837,-0.0
20260818-190823,1787080140770,0.0
20260818-190823,1787080140939,-0.0
20260818-190823,1787080140878,-0.0
20260818-190823,1787080141041,-0.0
20260818-190823,1787080141009,0.0
20260818-190823,1787080141143,-0.0
20260818-190823,1787080141076,-0.0
20260818-190823,1787080141245,0.0
20260818-190823,1787080141159,0.0
20260818-190823,1787080141347,-0.0
20260818-190823,1787080141449,0.0
20260818-190823,1787080141415,-0.0
20260818-190823,1787080141551,0.0
20260818-190823,1787080141466,-0.0
20260818-190823,1787080141653,-0.0
20260818-190823,1787080141755,0.0
20260818-190823,1787080141857,-0.0
20260818-190823,1787080141959,-0.0
20260818-190823,1787080142061,0.6026679647198451
20260818-190823,1787080142163,-0.6026679647198451
20260818-190823,1787080142265,0.6026679647198451
20260818-190823,1787080142226,0.6026679647198451
20260818-190823,1787080142367,0.6026679647198451
20260818-190823,1787080142469,0.6026679647198451
20260818-190823,1787080142332,0.6026679647198451
20260818-190823,1787080142571,0.6026679647198451
20260818-190823,1787080142673,0.6026679647198451
20260818-190823,1787080142573,0.6026679647198451
20260818-190823,1787080142775,-0.6026679647198451
20260818-190823,1787080142774,-0.6026679647198451
20260818-190823,1787080142877,-0.6026679647198451
20260818-190823,1787080142979,0.618120989457174
20260818-190823,1787080142863,-0.6026679647198451
20260818-190823,1787080143081,0.618120989457174
20260818-190823,1787080143076,-0.618120989457174
20260818-190823,1787080143183,0.618120989457174
20260818-190823,1787080143285,0.618120989457174
20260818-190823,1787080143135,0.618120989457174
20260818-190823,1787080143387,0.618120989457174
20260818-190823,1787080143489,-0.618120989457174
20260818-190823,1787080143591,-0.618120989457174
20260818-190823,1787080143514,-0.618120989457174
20260818-190823,1787080143693,-0.618120989457174
20260818-190823,1787080143795,0.618120989457174
20260818-190823,1787080143897,0.618120989457174
20260818-190823,1787080143999,-0.618120989457174
20260818-190823,1787080144101,-0.618120989457174
20260818-190823,1787080144203,-0.618120989457174
20260818-190823,1787080144305,0.618120989457174
20260818-190823,1787080144407,-0.618120989457174
20260818-190823,1787080144272,-0.618120989457174
20260818-190823,1787080144509,0.618120989457174
20260818-190823,1787080144611,0.618120989457174
20260818-190823,1787080144503,0.618120989457174
20260818-190823,1787080144713,-0.618120989457174
20260818-190823,1787080144815,0.618120989457174
20260818-190823,1787080144765,0.618120989457174
20260818-190823,1787080144917,0.618120989457174
20260818-190823,1787080145019,-0.618120989457174
20260818-190823,1787080144891,0.618120989457174
20260818-190823,1787080145121,0.618120989457174
20260818-190823,1787080145223,-0.618120989457174
20260818-190823,1787080145325,-0.618120989457174
20260818-190823,1787080145365,0.618120989457174
20260818-190823,1787080145427,-0.618120989457174
20260818-190823,1787080145374,-0.618120989457174
20260818-190823,1787080145529,0.618120989457174
20260818-190823,1787080145631,0.618120989457174
20260818-190823,1787080145733,0.618120989457174
20260818-190823,1787080145835,0.618120989457174
20260818-190823,1787080145937,0.618120989457174
20260818-190823,1787080146039,-0.618120989457174
20260818-190823,1787080146141,0.618120989457174
20260818-190823,1787080146243,-0.618120989457174
20260818-190823,1787080146345,0.618120989457174
20260818-190823,1787080146447,-0.618120989457174
20260818-190823,1787080146549,0.618120989457174
20260818-190823,1787080146651,-0.618120989457174
20260818-190823,1787080146753,-0.618120989457174
20260818-190823,1787080146855,-0.618120989457174
20260818-190823,1787080146957,0.618120989457174
20260818-190823,1787080146830,-0.618120989457174
20260818-190823,1787080147059,-0.618120989457174
20260818-190823,1787080147161,-0.618120989457174
20260818-190823,1787080147263,0.618120989457174
20260818-190823,1787080147365,-0.618120989457174
20260818-190823,1787080147467,0.618120989457174
20260818-190823,1787080147569,-0.618120989457174
20260818-190823,1787080147671,-0.618120989457174
20260818-190823,1787080147551,0.618120989457174
20260818-190823,1787080147773,0.618120989457174
20260818-190823,1787080147875,0.618120989457174
20260818-190823,1787080147977,-0.618120989457174
20260818-190823,1787080148079,0.618120989457174
20260818-190823,1787080148181,0.618120989457174
20260818-190823,1787080148283,-0.618120989457174
20260818-190823,1787080148385,0.618120989457174
20260818-190823,1787080148487,0.618120989457174
20260818-190823,1787080148375,-0.618120989457174
20260818-190823,1787080148589,0.618120989457174
20260818-190823,1787080148691,0.618120989457174
20260818-190823,1787080148793,0.618120989457174
20260818-190823,1787080148895,-0.618120989457174
20260818-190823,1787080148997,-0.618120989457174
20260818-190823,1787080149099,0.618120989457174
20260818-190823,1787080149201,0.618120989457174
20260818-190823,1787080149303,0.618120989457174
20260818-190823,1787080149405,-0.618120989457174
20260818-190823,1787080149507,0.618120989457174
20260818-190823,1787080149457,-0.618120989457174
20260818-190823,1787080149609,0.618120989457174
20260818-190823,1787080149530,-0.618120989457174
20260818-190823,1787080149711,-0.618120989457174
20260818-190823,1787080149813,-0.618120989457174
20260818-190823,1787080149915,0.618120989457174
20260818-190823,1787080150017,-0.618120989457174
20260818-190823,1787080150119,0.618120989457174
20260818-190823,1787080150221,0.618120989457174
20260818-190823,1787080150323,0.618120989457174
20260818-190823,1787080150425,-0.618120989457174
20260818-190823,1787080150527,-0.618120989457174
20260818-190823,1787080150629,-0.618120989457174
20260818-190823,1787080150731,-0.618120989457174
20260818-190823,1787080150833,0.618120989457174
20260818-190823,1787080150935,-0.618120989457174
20260818-190823,1787080151037,-0.618120989457174
20260818-190823,1787080151139,-0.618120989457174
20260818-190823,1787080151073,0.618120989457174
20260818-190823,1787080151241,-0.618120989457174
20260818-190823,1787080151343,-0.618120989457174
20260818-190823,1787080151445,-0.618120989457174
20260818-190823,1787080151547,0.618120989457174
20260818-190823,1787080151649,-0.618120989457174
20260818-190823,1787080151751,-0.618120989457174
20260818-190823,1787080151853,0.618120989457174
20260818-190823,1787080151955,0.618120989457174
20260818-190823,1787080151830,0.618120989457174
20260818-190823,1787080152057,-0.618120989457174
20260818-190823,1787080152159,0.618120989457174
20260818-190823,1787080152261,0.618120989457174
20260818-190823,1787080152363,-0.618120989457174
20260818-190823,1787080152465,-0.618120989457174
20260818-190823,1787080152567,0.618120989457174
20260818-190823,1787080152669,0.618120989457174
20260818-190823,1787080152577,-0.618120989457174
20260818-190823,1787080152771,-0.618120989457174
20260818-190823,1787080152873,0.618120989457174
20260818-190823,1787080152975,-0.618120989457174
20260818-190823,1787080153077,0.618120989457174
20260818-190823,1787080153179,-0.618120989457174
20260818-190823,1787080153281,0.618120989457174
20260818-190823,1787080153207,0.618120989457174
20260818-190823,1787080153383,0.618120989457174
20260818-190823,1787080153485,0.618120989457174
20260818-190823,1787080153367,-0.618120989457174
20260818-190823,1787080153587,-0.618120989457174
20260818-190823,1787080153525,-0.618120989457174
20260818-190823,1787080153689,0.618120989457174
20260818-190823,1787080153791,0.618120989457174
20260818-190823,1787080153893,0.618120989457174
20260818-190823,1787080153788,0.618120989457174
20260818-190823,1787080153995,-0.618120989457174
20260818-190823,1787080154097,0.618120989457174
20260818-190823,1787080153997,-0.618120989457174
20260818-190823,1787080154199,-0.618120989457174
20260818-190823,1787080154301,0.618120989457174
20260818-190823,1787080154403,-0.618120989457174
20260818-190823,1787080154302,0.618120989457174
20260818-190823,1787080154505,0.618120989457174
20260818-190823,1787080154414,-0.618120989457174
20260818-190823,1787080154607,0.618120989457174
20260818-190823,1787080154709,0.618120989457174
20260818-190823,1787080154811,-0.618120989457174
20260818-190823,1787080154913,0.618120989457174
20260818-190823,1787080155015,-0.618120989457174
20260818-190823,1787080154942,0.618120989457174
20260818-190823,1787080155026,0.618120989457174
20260818-190823,1787080155117,-0.618120989457174
20260818-190823,1787080155043,-0.618120989457174
20260818-190823,1787080155219,0.618120989457174
20260818-190823,1787080155321,0.618120989457174
20260818-190823,1787080155423,-0.618120989457174
20260818-190823,1787080155525,0.618120989457174
20260818-190823,1787080155585,-0.618120989457174
20260818-190823,1787080155627,-0.618120989457174
20260818-190823,1787080155729,-0.618120989457174
20260818-190823,1787080155621,-0.618120989457174
20260818-190823,1787080155831,-0.618120989457174
20260818-190823,1787080155933,-0.618120989457174
20260818-190823,1787080156060,-0.618120989457174
20260818-190823,1787080156035,-0.618120989457174
20260818-190823,1787080156137,0.618120989457174
20260818-190823,1787080156066,0.618120989457174
20260818-190823,1787080156239,-0.618120989457174
20260818-190823,1787080156341,-0.618120989457174
20260818-190823,1787080156236,0.618120989457174
20260818-190823,1787080156443,0.618120989457174
20260818-190823,1787080156545,-0.618120989457174
20260818-190823,1787080156647,-0.618120989457174
20260818-190823,1787080156749,0.618120989457174
20260818-190823,1787080156851,-0.618120989457174
20260818-190823,1787080156777,-0.618120989457174
20260818-190823,1787080156953,-0.618120989457174
20260818-190823,1787080156879,-0.618120989457174
20260818-190823,1787080157055,0.618120989457174
20260818-190823,1787080157157,-0.618120989457174
20260818-190823,1787080157259,-0.618120989457174
20260818-190823,1787080157361,-0.618120989457174
20260818-190823,1787080157463,0.618120989457174
20260818-190823,1787080157565,0.618120989457174
20260818-190823,1787080157466,0.618120989457174
20260818-190823,1787080157667,0.618120989457174
20260818-190823,1787080157769,-0.618120989457174
20260818-190823,1787080157871,-0.618120989457174
20260818-190823,1787080157973,-0.618120989457174
20260818-190823,1787080158075,-0.618120989457174
20260818-190823,1787080157964,0.618120989457174
20260818-190823,1787080158177,-0.618120989457174
20260818-190823,1787080158279,-0.618120989457174
20260818-190823,1787080158381,-3.2451351946501625
20260818-190823,1787080158483,-3.2451351946501625
20260818-190823,1787080158585,-3.2451351946501625
20260818-190823,1787080158462,-3.2451351946501625
20260818-190823,1787080158687,3.2451351946501625
20260818-190823,1787080158789,-3.2451351946501625
20260818-190823,1787080158891,-3.2451351946501625
20260818-190823,1787080158993,3.2451351946501625
20260818-190823,1787080159095,-3.2451351946501625
20260818-190823,1787080159197,-3.2451351946501625
20260818-190823,1787080159059,-3.2451351946501625
20260818-190823,1787080159299,-3.2451351946501625
20260818-190823,1787080159195,-3.2451351946501625
20260818-190823,1787080159401,3.2451351946501625
20260818-190823,1787080159503,3.4305714914868655
20260818-190823,1787080159403,-3.2451351946501625
20260818-190823,1787080159605,-3.4305714914868655
20260818-190823,1787080159707,-3.4305714914868655
20260818-190823,1787080159629,3.4305714914868655
20260818-190823,1787080159809,3.4305714914868655
20260818-190823,1787080159715,-3.4305714914868655
20260818-190823,1787080159911,3.4305714914868655
20260818-190823,1787080160013,-3.4305714914868655
20260818-190823,1787080160115,-3.739631986215452
20260818-190823,1787080160045,-3.739631986215452
20260818-190823,1787080160217,3.739631986215452
20260818-190823,1787080160319,-3.739631986215452
20260818-190823,1787080160421,-3.739631986215452
20260818-190823,1787080160523,3.739631986215452
20260818-190823,1787080160625,3.739631986215452
20260818-190823,1787080160727,3.739631986215452
20260818-190823,1787080160579,3.739631986215452
20260818-190823,1787080160829,-3.739631986215452
20260818-190823,1787080160931,-3.739631986215452
20260818-190823,1787080161033,-3.739631986215452
20260818-190823,1787080161135,-3.739631986215452
20260818-190823,1787080161237,-3.739631986215452
20260818-190823,1787080161082,3.739631986215452
20260818-190823,1787080161339,-3.739631986215452
20260818-190823,1787080161271,-3.739631986215452
20260818-190823,1787080161441,-3.739631986215452
20260818-190823,1787080161543,-3.739631986215452
20260818-190823,1787080161645,-3.739631986215452
20260818-190823,1787080161747,-3.739631986215452
20260818-190823,1787080161849,-3.739631986215452
20260818-190823,1787080161951,3.739631986215452
20260818-190823,1787080162053,-3.739631986215452
20260818-190823,1787080161954,-3.739631986215452
20260818-190823,1787080162155,3.739631986215452
20260818-190823,1787080162257,3.739631986215452
20260818-190823,1787080162359,-3.739631986215452
20260818-190823,1787080162461,3.739631986215452
20260818-190823,1787080162372,3.739631986215452
20260818-190823,1787080162563,-3.739631986215452
20260818-190823,1787080162665,-3.739631986215452
20260818-190823,1787080162767,-3.739631986215452
20260818-190823,1787080162650,3.739631986215452
20260818-190823,1787080162869,3.739631986215452
20260818-190823,1787080162971,3.739631986215452
20260818-190823,1787080163073,3.739631986215452
20260818-190823,1787080163175,3.739631986215452
20260818-190823,1787080163084,-3.739631986215452
20260818-190823,1787080163277,-3.739631986215452
20260818-190823,1787080163379,3.739631986215452
20260818-190823,1787080163311,3.739631986215452
